"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL"
"CYP27A1",0.396767657465423,8.57117348325879,3.70048917302265,0.00040071803111542,0.00339555241549287,-0.244197122158421,"CYP27A1"
"MYO16",-0.185016785759617,7.47236034452336,-3.70029596811679,0.000400977055843657,0.00339683930257721,-0.244795366385483,"MYO16"
"XGPY2",-0.0487737862463815,6.52787590397662,-3.70014753218133,0.000401176168287776,0.00339711706303181,-0.245254972252955,"XGPY2"
"LOC645113",-0.115029588798067,6.76744261456679,-3.70011175574347,0.000401224172996565,0.00339711706303181,-0.245365745818829,"LOC645113"
"CP110",0.306363745536132,10.1796492518201,3.69979310715496,0.000401651976033355,0.00339983114559609,-0.246352335710893,"CP110"
"FYTTD1",0.194857505837218,8.33439491379372,3.69953710096047,0.000401995992887207,0.00340183475027348,-0.247144931616617,"FYTTD1"
"LOC732111",-0.0693391446760634,6.66812854123588,-3.69926443105699,0.000402362710716571,0.0034040293380612,-0.247989076719787,"LOC732111"
"LOC100132111",-0.073479749623921,6.56612951033555,-3.69915901172264,0.000402504576125047,0.00340432098803735,-0.248315427630683,"LOC100132111"
"PPAP2C",0.141224784808394,6.94400744264441,3.69901052559577,0.000402704478375961,0.00340510321806294,-0.248775091253269,"PPAP2C"
"HS.435258",-0.171317435551257,6.86844132107508,-3.69878357956381,0.000403010191430559,0.00340677948489299,-0.249477615978615,"HS.435258"
"ALPK3",-0.145731263831988,6.60450399001303,-3.69847711609926,0.000403423371056327,0.00340936306651175,-0.250426244280487,"ALPK3"
"RSC1A1",-0.139929338370089,6.84744964876765,-3.6982733523453,0.000403698312280898,0.00341054737796257,-0.251056945386287,"RSC1A1"
"FAM21B",-0.0845834032333368,6.6815745422608,-3.69814148679272,0.000403876335362231,0.00341054737796257,-0.251465090304135,"FAM21B"
"EGR1",-0.534385297106912,8.40519850601391,-3.69813412733553,0.000403886273087428,0.00341054737796257,-0.251487868701536,"EGR1"
"FLJ37543",-0.104382843912015,6.72016346864314,-3.69712981108498,0.000405244621588093,0.0034211063926345,-0.254596053217403,"FLJ37543"
"LHX6",-0.254949209236936,7.67731900927091,-3.69692558697345,0.0004055213685807,0.00342253125239834,-0.255228019974912,"LHX6"
"CBX1",-0.381367238043317,7.71164398147007,-3.69680027513015,0.000405691269515161,0.00342305383115002,-0.25561578260356,"CBX1"
"RSF1",0.181904194087511,7.66554292589535,3.69668926997874,0.000405841829689262,0.00342341298593656,-0.255959267278873,"RSF1"
"OR1G1",-0.128796340959711,6.54728459308738,-3.69658876706778,0.000405978191196191,0.00342365221093888,-0.256270248582583,"OR1G1"
"LOC100129315",-0.0405138792087039,6.51919035521406,-3.69614982812452,0.000406574251363853,0.00342725942311215,-0.257628367612913,"LOC100129315"
"ACOT8",-0.129179436650083,6.70319531977053,-3.69611456972588,0.000406622166887218,0.00342725942311215,-0.25773745562699,"ACOT8"
"PDPN",0.295477063958984,7.53259458235805,3.69579295744907,0.000407059480400637,0.00343003336754391,-0.258732477361264,"PDPN"
"C12ORF8",-0.0790222859203285,6.50480926657762,-3.69534095210352,0.000407674853395171,0.00343240249395653,-0.260130815089957,"C12ORF8"
"LOC652294",0.0551562702731223,6.58149839742208,3.69531748258494,0.000407706829645846,0.00343240249395653,-0.26020341788782,"LOC652294"
"SNORA11E",0.131595869835833,6.82500311810469,3.69526868948719,0.000407773315871496,0.00343240249395653,-0.260354357986528,"SNORA11E"
"ATP2B4",-0.262936468328293,8.82481714648741,-3.69526837282845,0.000407773747389284,0.00343240249395653,-0.260355337557098,"ATP2B4"
"ADH1A",0.343210527264078,7.00598537891116,3.69421547204232,0.000409210964979797,0.00344358576847878,-0.263612120892,"ADH1A"
"C13ORF31",0.310884116965402,7.36989036061499,3.6937773466943,0.000409810429268921,0.00344771512946518,-0.264967120454711,"C13ORF31"
"LOC647606",0.13931344688619,6.83601216593262,3.6935467345856,0.000410126299679374,0.00344850725702882,-0.265680294740487,"LOC647606"
"SCAND3",-0.156157553666691,6.81219918866691,-3.6935081217786,0.000410179210458885,0.00344850725702882,-0.265799702895801,"SCAND3"
"LOC100128574",0.0601920439151638,6.62183371768401,3.69347037401953,0.000410230942153176,0.00344850725702882,-0.265916435099003,"LOC100128574"
"C6ORF192",0.354544854917703,9.87904318536892,3.69300885367332,0.000410863938569459,0.00345291273930325,-0.267343586484282,"C6ORF192"
"SOCS4",0.174845781593548,7.6424590697849,3.69289671170955,0.000411017886806449,0.0034532910182254,-0.267690342498716,"SOCS4"
"FLJ44005",-0.0781952749112902,6.5659656237863,-3.69258037891093,0.000411452443768215,0.00345602609100488,-0.268668441081166,"FLJ44005"
"HS.581341",-0.0455731287347465,6.54756563125776,-3.69214673418494,0.000412048866912406,0.00345944382610162,-0.270009172988385,"HS.581341"
"GLRA2",-0.32747360153851,7.0683527681912,-3.69210492765375,0.00041210640995705,0.00345944382610162,-0.270138423613878,"GLRA2"
"C6ORF1",-0.098713898861031,6.77546918518788,-3.69204024805135,0.000412195450863981,0.00345944382610162,-0.270338387480021,"C6ORF1"
"WDR77",-0.122853034525635,7.23447006231523,-3.69196732618807,0.000412295860410471,0.00345944382610162,-0.270563830263425,"WDR77"
"PLSCR3",0.306669548102171,9.19578201319309,3.69159228059368,0.000412812646311041,0.00346286342631913,-0.271723259926913,"PLSCR3"
"VN1R2",-0.096886504596287,6.5896086702714,-3.69136447224553,0.000413126850847274,0.00346412089093832,-0.272427475172357,"VN1R2"
"ZNF526",0.280557122267471,7.38853994876431,3.69132515157353,0.000413181106897091,0.00346412089093832,-0.272549022618781,"ZNF526"
"LOC100131785",-0.192286614439596,7.81750332061099,-3.6901160337168,0.000414852805647768,0.00347712853248334,-0.276286191156522,"LOC100131785"
"IFNA1",-0.0669757577972367,6.58240613127548,-3.69004446004529,0.000414951963355977,0.00347712853248334,-0.276507386081808,"IFNA1"
"DNCL1",-0.436648581365562,12.4746801203634,-3.68949672818652,0.000415711534926616,0.00348156564376444,-0.278200026173947,"DNCL1"
"SSX2IP",-0.502005430394611,8.87821634603307,-3.68943242610095,0.000415800793127188,0.00348156564376444,-0.278398725654247,"SSX2IP"
"PQLC2",-0.12749063663261,6.5241094188584,-3.68934720614427,0.000415919115691399,0.00348156564376444,-0.278662059623645,"PQLC2"
"MIR642",0.0647816899933513,6.60498161098455,3.68934599928117,0.000415920791575266,0.00348156564376444,-0.278665788861305,"MIR642"
"GABRB3",-0.389132979093377,8.19160654031972,-3.6891330358251,0.00041621661925942,0.00348264319053184,-0.279323838124389,"GABRB3"
"LOC730187",0.253738838308077,10.7331278946943,3.68904008378136,0.000416345801789507,0.00348264319053184,-0.27961104827915,"LOC730187"
"MECR",-0.151576136637527,7.07393811513099,-3.68901612378504,0.000416379107006804,0.00348264319053184,-0.27968508084945,"MECR"
"KRTAP4-8",-0.114873607229686,6.67318642942766,-3.68861402729961,0.000416938413486298,0.0034864014000305,-0.280927445209052,"KRTAP4-8"
"PARP4",0.339437728958393,8.38819777191368,3.68793011702863,0.000417891359177165,0.0034934483348935,-0.283040318920542,"PARP4"
"C1ORF51",-0.155319946825192,7.02135480456314,-3.68773350880787,0.000418165692250194,0.00349482004859772,-0.283647670501669,"C1ORF51"
"PRDX2",-0.371574062606287,8.09027071595015,-3.68747137405655,0.00041853172302876,0.00349693477633291,-0.284457408231005,"PRDX2"
"C9ORF6",-0.211683258162605,7.46446118521908,-3.68739433615276,0.00041863935256099,0.00349693477633291,-0.284695371755802,"C9ORF6"
"C10ORF47",0.0567846743118094,6.62489179610862,3.68729254868831,0.000418781600068032,0.00349720145473041,-0.285009779282979,"C10ORF47"
"MMP2",0.042369136057185,6.50980822084298,3.68707899236416,0.000419080193575749,0.00349877327794344,-0.285669405952514,"MMP2"
"UQCC",-0.19265385396052,8.91606032814624,-3.68682665578957,0.000419433270658177,0.00350079902050137,-0.28644878182653,"UQCC"
"LEMD2",0.268088546816168,8.58833064173629,3.68667378604053,0.000419647308416636,0.00350166351060999,-0.28692092288296,"LEMD2"
"CXORF40B",-0.14463294299498,7.08690359348508,-3.6864676641853,0.000419936070735594,0.00350315090587325,-0.287557512576181,"CXORF40B"
"ZNF486",0.247891755020941,13.0551066523578,3.68586696493177,0.000420778687589045,0.00350906029686194,-0.28941258005357,"ZNF486"
"PYCR2",-0.202130434622337,8.52920618643215,-3.68580489685835,0.000420865843806596,0.00350906029686194,-0.289604245498194,"PYCR2"
"LOC100129101",0.111116431949497,6.7023267691635,3.68525600829605,0.000421637343401251,0.00351456844223499,-0.291299109222813,"LOC100129101"
"ME1",-0.379671525725584,8.41833474093437,-3.68473420869064,0.000422372015640172,0.00351887289622604,-0.292910165135866,"ME1"
"ZNF175",0.235075358191415,8.11114154007936,3.68471878409726,0.00042239375135923,0.00351887289622604,-0.292957786150192,"ZNF175"
"KBTBD3",-0.146407810707323,7.08993524095516,-3.6845862981937,0.00042258048903707,0.00351887289622604,-0.293366809919132,"KBTBD3"
"OR4F21",-0.0633906925887713,6.5430042362798,-3.68457404490211,0.000422597763909543,0.00351887289622604,-0.293404638994689,"OR4F21"
"YIPF6",0.206776425353075,9.21999733266689,3.68442154161235,0.000422812821562272,0.00351973908705988,-0.293875448735589,"YIPF6"
"HS.374023",-0.462428015756018,10.5663106309842,-3.68424730056313,0.000423058660947199,0.00352086100079449,-0.294413350975063,"HS.374023"
"GNA14",-0.191354840170921,7.01486966726216,-3.68379885685874,0.000423692002919884,0.00352520642849352,-0.295797667352266,"GNA14"
"ERN1",0.139404004860696,6.8851491996431,3.68348406464654,0.000424137126395881,0.00352798396923364,-0.296769340511756,"ERN1"
"LOC644935",0.149772739787858,8.27201063977141,3.6833574719801,0.000424316256814401,0.00352854809575459,-0.297160079483637,"LOC644935"
"SRPK2",-0.226157283486637,7.39005643201996,-3.68305621500095,0.000424742829326436,0.00353079430781793,-0.298089897175121,"SRPK2"
"MAPK9",-0.406219472818506,8.02469454969845,-3.68300941600459,0.000424809132177211,0.00353079430781793,-0.298234335683712,"MAPK9"
"HS.336593",0.239352305441836,7.05578006229496,3.68237711461693,0.000425705916426869,0.0035373204589074,-0.300185720036483,"HS.336593"
"LOC729852",-0.213327442418968,7.12894359660773,-3.68120877633206,0.000427367696901915,0.00355019811105626,-0.303790789441535,"LOC729852"
"DHX30",-0.186418700620049,7.97393620221424,-3.68051770949383,0.000428353536515346,0.00355745535958514,-0.305922798171467,"DHX30"
"NOV",-0.429351912364001,7.79847673882595,-3.68026246141804,0.000428718207020426,0.00355955137835189,-0.306710193186631,"NOV"
"SLC12A7",0.0558550769537485,6.5205258392354,3.68000291530126,0.000429089321048794,0.00356169978456317,-0.307510808035641,"SLC12A7"
"HS3ST3A1",-0.129341691293429,6.75641956251526,-3.67987518769561,0.000429272065586029,0.00356228389504637,-0.307904791520304,"HS3ST3A1"
"FBXO33",-0.302646979636222,9.0350490723486,-3.67873041159476,0.000430913248578294,0.00357496728079873,-0.311435498518772,"FBXO33"
"ABCE1",-0.373073531281511,8.30180196283922,-3.67853077497208,0.000431200063981182,0.00357641078707574,-0.312051137706613,"ABCE1"
"KIT",-0.426800667513761,8.12366378223972,-3.6783390774365,0.000431475644371593,0.00357776037838857,-0.312642272517818,"KIT"
"ALG14",-0.106645244757875,6.75139683304817,-3.67816120928697,0.000431731493823407,0.00357894569932061,-0.313190742730407,"ALG14"
"C4ORF41",-0.298141590577051,8.61794991139958,-3.67786137975694,0.000432163102035817,0.00358158701556481,-0.314115248622106,"C4ORF41"
"TPPP",-0.273871778734627,7.10858411846954,-3.67760822807718,0.000432527836593851,0.0035836728750719,-0.314895785495078,"TPPP"
"LARP7",0.226239459541802,8.58226386158811,3.67751719697126,0.000432659063509265,0.00358382344218545,-0.315176450534645,"LARP7"
"KRT75",-0.0742661181861788,6.59249425365416,-3.67696553960299,0.000433455122261892,0.00358947946073719,-0.316877204809935,"KRT75"
"CLDN9",-0.145508496455196,6.75458362538587,-3.67669101968792,0.00043385178222701,0.00359182593277519,-0.317723481001538,"CLDN9"
"MS4A3",-0.0393034837919428,6.49741285736634,-3.67625681844712,0.000434479874627072,0.00359608669077759,-0.319061925162967,"MS4A3"
"KRTAP10-8",-0.0830565943648773,6.48290818196058,-3.67613930754885,0.000434650008355034,0.0035965557987091,-0.319424138727887,"KRTAP10-8"
"RNU86",-0.109533738121284,6.63323168804812,-3.67553293220098,0.000435528934119705,0.00360288810323451,-0.32129309181538,"RNU86"
"DLX2",-0.0928037114260007,6.58583720014647,-3.67496936935394,0.000436347320364919,0.00360871642461986,-0.323029897393463,"DLX2"
"ATG4A",0.0977998495972097,7.08508287718537,3.67487480683775,0.000436484784026955,0.00360891175108359,-0.32332130498152,"ATG4A"
"STMN3",-0.320654551036547,12.5669851541126,-3.67455407172552,0.000436951337298544,0.00361115352211493,-0.324309656181563,"STMN3"
"DOC2A",-0.259382067047435,6.98445912474732,-3.6745318007318,0.000436983751130374,0.00361115352211493,-0.324378282436665,"DOC2A"
"ICAM2",0.360054094126009,8.20740518045708,3.67367519382929,0.000438232218801168,0.00362052680114595,-0.327017627571792,"ICAM2"
"PMPCB",-0.385758157753873,9.21722492473759,-3.67346201173995,0.000438543449528321,0.00362215407765706,-0.3276744097981,"PMPCB"
"PDE1A",-0.417151392218804,7.72770295821107,-3.67329492457433,0.000438787531944344,0.0036232260387173,-0.328189161922877,"PDE1A"
"SNRNP40",-0.158987324898076,8.62617559483618,-3.67201730044514,0.000440658174261539,0.00363772503231531,-0.332124651796062,"SNRNP40"
"FAM92A1",-0.279931955498409,7.20908158418493,-3.67179157056092,0.000440989466005453,0.00363951212506453,-0.332819872924907,"FAM92A1"
"CADM2",-0.376135910003766,9.06579209160189,-3.67051371256565,0.000442869382702631,0.00365407585415758,-0.336754962957412,"CADM2"
"RASAL1",-0.253820829915787,7.46957535215188,-3.6690674673071,0.000445006219381982,0.00367008873811432,-0.341207442799927,"RASAL1"
"LOC646916",0.282671535167133,7.3107687630857,3.66904352589326,0.000445041675372601,0.00367008873811432,-0.341281139713281,"LOC646916"
"NBN",-0.188268144679165,7.66160811488041,-3.6687961756614,0.000445408145575999,0.00367215558251214,-0.342042518300088,"NBN"
"ZNF532",0.192139437030356,9.19209175799939,3.66852673766043,0.000445807667359734,0.00367449377412989,-0.342871845496601,"ZNF532"
"LOC399942",-0.331613093890759,7.05480121537345,-3.66809096119456,0.000446454556977734,0.00367828318854433,-0.344213070971225,"LOC399942"
"C20ORF70",-0.0660471973640107,6.56486993169535,-3.66806071705222,0.000446499486104687,0.00367828318854433,-0.344306151770221,"C20ORF70"
"CUGBP1",0.151944049127167,7.2557177382544,3.66755194066652,0.000447255943000571,0.00368355764955004,-0.345871905928885,"CUGBP1"
"HNRNPH3",0.217770262417908,9.75914995859028,3.66734659528014,0.000447561599030543,0.00368511758162811,-0.34650381146549,"HNRNPH3"
"LOC283874",0.156694627657257,6.93623968238285,3.66717284410509,0.000447820382365453,0.00368629086496621,-0.347038473495139,"LOC283874"
"AKT1",0.264887764407076,9.62291110093821,3.66671411945947,0.00044850428663512,0.00368986600292298,-0.348449962844158,"AKT1"
"PPP1R11",-0.230656249792116,10.300055078657,-3.66667463776809,0.000448563195590054,0.00368986600292298,-0.348571441716031,"PPP1R11"
"LOC644681",0.059823804068337,6.56865205950789,3.66664736108252,0.00044860389827335,0.00368986600292298,-0.34865536719857,"LOC644681"
"LOC389404",0.290560433260602,9.69932826984672,3.66628458825207,0.000449145567601677,0.00369336303319667,-0.349771512992587,"LOC389404"
"NLGN4X",-0.197621907206363,8.62667886410589,-3.66615389588739,0.000449340861539174,0.00369401071337962,-0.350173596305354,"NLGN4X"
"AKR1C4",0.197103387556213,7.07070899383024,3.66533870836306,0.000450560822903004,0.00370307961784424,-0.352681347017284,"AKR1C4"
"LOC392871",-0.0630925539256992,6.56338027436343,-3.66455469362042,0.000451737104819477,0.0037117849203674,-0.355092835089138,"LOC392871"
"HS.575812",-0.137386575197928,6.64870694521265,-3.66420240319131,0.0004522666078966,0.00371517270544758,-0.356176300020179,"HS.575812"
"MAPK7",0.0698057082407164,6.9500934461755,3.6634260352936,0.000453435597081415,0.00372381047344064,-0.358563754011112,"MAPK7"
"PHPT1",0.188168519855527,9.09012939634676,3.66324301169983,0.000453711596889852,0.0037251120490568,-0.359126529175417,"PHPT1"
"SCARNA11",0.0709770632191269,6.61911194464013,3.66312507019342,0.000453889537488923,0.00372560806276511,-0.35948917450738,"SCARNA11"
"SART1",0.224227607285829,7.10657704748597,3.66273958113737,0.000454471595347323,0.00372942002912507,-0.360674415573335,"SART1"
"RAB1B",-0.192920096308637,6.90802379270757,-3.66233060726762,0.000455089889568953,0.00373352730314074,-0.361931769072489,"RAB1B"
"NSL1",0.229208871955725,8.32112848728775,3.66201964168239,0.0004555605484467,0.00373642157458225,-0.362887739439386,"NSL1"
"LOC728908",-0.261956312746102,7.0308033348921,-3.66182617332933,0.000455853604149148,0.00373780044789297,-0.363482471296093,"LOC728908"
"C19ORF2",0.358333758491273,8.84316217418043,3.66175300001704,0.000455964489968521,0.00373780044789297,-0.363707404188315,"C19ORF2"
"TGFB3",0.58034280074588,8.7431745732659,3.6614423452174,0.000456435537663159,0.00374069455633975,-0.364662314239709,"TGFB3"
"HERV-FRD",-0.0452590377346116,6.49335401378895,-3.66136425866503,0.000456554013535398,0.00374069843087933,-0.364902332666545,"HERV-FRD"
"FLJ34047",0.299980697003856,7.38955176260878,3.66097845112995,0.000457139804732533,0.00374453018346803,-0.366088155679204,"FLJ34047"
"LOC100129094",0.427046771288675,8.28450711598984,3.66074141066869,0.000457500069790526,0.00374651310058375,-0.366816683118849,"LOC100129094"
"RAP2A",-0.33383227252992,10.7709057275392,-3.66061156714998,0.000457697526435876,0.00374716208368215,-0.367215734247671,"RAP2A"
"TOLLIP",-0.25014686083372,9.08248935536495,-3.65936880390316,0.000459591536169679,0.00376169679746419,-0.371034648675661,"TOLLIP"
"ZNF860",0.364256192016718,7.84647642606604,3.65914895872391,0.000459927362080117,0.00376347376818268,-0.371710121674774,"ZNF860"
"GAS5",0.084724005811732,6.6249276945457,3.65828761681449,0.000461245360272597,0.00377328462468163,-0.374356317028778,"GAS5"
"C15ORF39",0.141124061032219,6.97556821834264,3.65813852608001,0.000461473858593937,0.00377417990645712,-0.374814306161396,"C15ORF39"
"HS.50125",0.103198542638584,6.72937290846459,3.65718247171322,0.000462941680111146,0.00378520795963975,-0.377750883014721,"HS.50125"
"SCARF2",0.0419602866143656,6.63065277230649,3.65707042935144,0.000463113988102329,0.00378564038753064,-0.378094992642078,"SCARF2"
"ATP5D",-0.435373189082922,9.77372061292756,-3.65651213641532,0.000463973486603133,0.00379168845715889,-0.379809537872685,"ATP5D"
"SORCS3",-0.103526958978935,6.78061996696335,-3.65622920037828,0.000464409648943991,0.0037942747091558,-0.380678378746313,"SORCS3"
"LPAR5",0.392963568439993,7.90706741008857,3.65612795918057,0.000464565812837843,0.00379434460699601,-0.38098925914496,"LPAR5"
"LOC648039",-0.0779333493294798,6.58471639203348,-3.65606847176071,0.000464657595090174,0.00379434460699601,-0.381171923808433,"LOC648039"
"DPY19L2P1",-0.150945897831061,6.76927294233422,-3.6550994796308,0.000466155068973973,0.00380559250231134,-0.384147061372572,"DPY19L2P1"
"C7ORF34",-0.0374217261669987,6.46480604533267,-3.65491516687196,0.000466440423679623,0.00380694166597427,-0.384712902373228,"C7ORF34"
"FAM125B",0.285456710681061,8.32828401174448,3.65469975079313,0.000466774143359428,0.00380868477335749,-0.385374205479961,"FAM125B"
"ARRB1",0.352948522745649,8.03630252218597,3.65424372057929,0.000467481368479426,0.00381347384992224,-0.386774077176014,"ARRB1"
"PIGP",-0.244079564099472,7.78928408998359,-3.65415628676626,0.000467617079779998,0.00381359954438537,-0.387042458013861,"PIGP"
"KIF11",-0.092455618141452,6.69922826714825,-3.65372234727256,0.000468291178041549,0.0038181148003902,-0.388374382634193,"KIF11"
"TUB",-0.148512497368005,8.17677392227276,-3.65353278535364,0.000468585940717337,0.00381953569574173,-0.388956185305422,"TUB"
"C4ORF34",-0.260269701672277,9.88913778318847,-3.6533103029632,0.000468932118719758,0.00382137484920728,-0.389639000486698,"C4ORF34"
"NFU1",-0.304569023320049,8.29566971676449,-3.65310231965684,0.000469255956374969,0.00382201848518243,-0.390277290648151,"NFU1"
"ARMC5",0.123344760220277,7.13047521425776,3.65308010350002,0.000469290560316428,0.00382201848518243,-0.390345469401564,"ARMC5"
"LOC646808",0.404956563714596,7.69721335908156,3.6530273067527,0.000469372806397956,0.00382201848518243,-0.390507495203537,"LOC646808"
"DNAJC25",-0.226883822001985,7.69159158760179,-3.65286752911848,0.00046962178941757,0.00382306387378967,-0.390997820365619,"DNAJC25"
"LOC100129269",0.353272975325218,9.03156773231462,3.65214549921192,0.000470748502511543,0.0038312522540734,-0.393213397100458,"LOC100129269"
"TBPL1",-0.423847296386015,9.25947923707182,-3.65197207664609,0.000471019507512836,0.00383247391893144,-0.393745505432633,"TBPL1"
"PAQR8",0.442924250131309,11.2392666336618,3.65066629122632,0.000473064809011041,0.00384812790496536,-0.397751449362453,"PAQR8"
"LRPPRC",-0.226119933740154,8.75209794606823,-3.6504093192135,0.000473468307302737,0.00385042209889604,-0.398539681229047,"LRPPRC"
"PLCXD3",-0.599956738119092,8.04403762175666,-3.64995068204648,0.000474189274237537,0.00385448322551278,-0.399946401305884,"PLCXD3"
"TBC1D10B",-0.316810475163022,7.4527480570034,-3.64993695430049,0.000474210870015768,0.00385448322551278,-0.399988504791635,"TBC1D10B"
"DYRK1B",-0.165680551155375,6.96833096358696,-3.64944495769644,0.000474985471210261,0.00385978965325949,-0.401497402893101,"DYRK1B"
"KRCC1",0.458695054650654,8.94557442739872,3.64910542309866,0.000475520737120176,0.00386216682644929,-0.402538634373374,"KRCC1"
"HS.566764",-0.14491676610861,6.71615377170565,-3.64910482797081,0.00047552167582434,0.00386216682644929,-0.402540459358779,"HS.566764"
"IRF2BP1",-0.189200573326618,6.93026894609766,-3.64886830446846,0.000475894887456477,0.0038642079744801,-0.403265752494138,"IRF2BP1"
"GUCA2A",-0.0769833234581156,6.61869493949169,-3.64824216279559,0.000476884224550403,0.0038712496589623,-0.40518564103832,"GUCA2A"
"OR2M3",-0.0366451220378377,6.48019920522921,-3.64804802703681,0.000477191366293561,0.00387275123182434,-0.405780857376073,"OR2M3"
"TMEM198",-0.264303405486713,7.21579078254917,-3.64784895703114,0.000477506509803422,0.0038743169595005,-0.4063911790389,"TMEM198"
"ZNF10",-0.217702944078853,7.51545373315414,-3.64737856764784,0.000478251959669848,0.0038793723443025,-0.407833236704263,"ZNF10"
"GPR63",-0.0728758753997374,6.60498676336675,-3.64706550638435,0.000478748696787183,0.00388240820878836,-0.408792906583996,"GPR63"
"APLP2",-0.260385670484013,8.04236639777261,-3.64692995915318,0.000478963922931876,0.00388316019359091,-0.409208400357226,"APLP2"
"AEN",0.113438873134431,7.02399098414475,3.6465760139122,0.000479526362096435,0.00388672607477806,-0.410293300038524,"AEN"
"MIR20B",0.0384099606352386,6.42950342990683,3.64613830915367,0.000480222768328547,0.0038913757045028,-0.411634834495368,"MIR20B"
"ILVBL",0.199122680806331,8.7421457503978,3.64569924633696,0.000480922301233879,0.00389604828753232,-0.412980418244698,"ILVBL"
"EPN2",0.227984732720582,7.90673956344652,3.64558434386621,0.000481105528441914,0.00389607713237342,-0.413332537993168,"EPN2"
"TUBB4",-0.706889612576077,10.4061659065797,-3.64554287578868,0.000481171671080187,0.00389607713237342,-0.413459615418702,"TUBB4"
"HS.552917",-0.0739217630080526,6.63270744893712,-3.64536200429475,0.000481460266813369,0.00389741840091517,-0.414013877764594,"HS.552917"
"DLX5",-0.242663209529644,7.07448082652112,-3.6451643851217,0.000481775772999908,0.00389805487519579,-0.414619439701663,"DLX5"
"PAH",-0.141749377208325,6.85513168032978,-3.64515871620517,0.000481784826530509,0.00389805487519579,-0.414636810552444,"PAH"
"RPL13A",0.253511904866324,9.58710871894636,3.64498275798353,0.000482065920657614,0.00389933393336218,-0.415175977212225,"RPL13A"
"CLN6",-0.165955016334983,6.78679382201773,-3.64434607501603,0.000483084328141464,0.0039065747964501,-0.417126732780892,"CLN6"
"C1ORF92",-0.140583623418044,6.70860232662748,-3.64425493879295,0.000483230272499019,0.00390675838771203,-0.417405948803151,"C1ORF92"
"ZNF16",-0.0406620113091343,6.60619766350897,-3.64367672296193,0.00048415719682327,0.00391325424255422,-0.419177327442902,"ZNF16"
"SMS",-0.416327378533072,9.64280405886174,-3.64327424951992,0.000484803390081427,0.00391747832413491,-0.420410198882172,"SMS"
"LOC642133",-0.0526533915714849,6.53347447038207,-3.64278285603894,0.000485593460984749,0.00392286256707863,-0.421915324342361,"LOC642133"
"SNAPC5",-0.145739427454137,7.15160162854905,-3.64255155176283,0.000485965779509861,0.00392487011731531,-0.422623754186913,"SNAPC5"
"C20ORF3",-0.272285072526792,9.13042908377865,-3.64156648511985,0.000487554431212924,0.00393669777622254,-0.425640426134921,"C20ORF3"
"ZFYVE28",-0.149301060573889,6.80855046564545,-3.64058004643352,0.000489150241961266,0.00394857720146986,-0.428660727914215,"ZFYVE28"
"LOC91561",0.219666891122628,11.7808160913065,3.63962451530455,0.000490700785190093,0.00396008525726221,-0.431585850336345,"LOC91561"
"FRG1",-0.212353524967252,9.1686629456064,-3.63932503579836,0.000491187712292892,0.00396203177858058,-0.432502522253123,"FRG1"
"TNFSF15",0.283575322695558,8.02172726663207,3.63932242922806,0.000491191952360306,0.00396203177858058,-0.432510500429773,"TNFSF15"
"CDO1",-0.346374544722936,9.46601122571487,-3.6391016464518,0.000491551222574831,0.00396341309112,-0.433186256674876,"CDO1"
"RAB22A",-0.297363373993347,10.1172860691145,-3.63906353935733,0.000491613257863843,0.00396341309112,-0.433302889260614,"RAB22A"
"NDUFAF2",-0.20196177505998,8.7361951419124,-3.63887484044454,0.000491920554213352,0.00396488216846256,-0.433880418522882,"NDUFAF2"
"CDC14C",0.125110982201303,6.77543388496058,3.63879353196072,0.000492053021429455,0.00396494173343002,-0.434129263674014,"CDC14C"
"MIR639",0.0714738154563097,6.62700191732534,3.63870608665064,0.000492195524561142,0.00396508211654084,-0.434396886279301,"MIR639"
"HS.208623",0.171132641113317,7.09240285422625,3.63712455124337,0.000494779615757597,0.00398488664113715,-0.439236330292989,"HS.208623"
"PEX5",0.206972262339102,10.8320462367098,3.63637966183573,0.000496001162247159,0.00399371014560197,-0.441515156064324,"PEX5"
"HS.561603",-0.106257338101562,6.82154739869177,-3.63617943902085,0.000496329996732125,0.00399534304124133,-0.442127638123805,"HS.561603"
"LOC652195",0.110778084388043,6.75101451305079,3.63602833030188,0.000496578306223466,0.00399632706455544,-0.44258986441246,"LOC652195"
"ZNF669",0.312135284182013,8.28004140223322,3.63551044102871,0.000497430224127301,0.00400216703168412,-0.444173933267821,"ZNF669"
"MLH1",-0.163257749499355,8.17897466032184,-3.63493358802991,0.000498380771462257,0.00400879737512143,-0.445938168542077,"MLH1"
"HS.440088",0.193402923228238,8.38516529689059,3.63475803567114,0.000498670391822532,0.00401010944210407,-0.446475035327248,"HS.440088"
"LOC642460",-0.141248218204716,6.70525945054874,-3.63462503662906,0.000498889915644026,0.00401085729797505,-0.446881755270778,"LOC642460"
"KLK14",-0.113341810063115,6.57409046939522,-3.6341128643739,0.000499736148388955,0.00401664196347106,-0.448447914824554,"KLK14"
"ARL6",-0.0805514444114959,6.6218076678209,-3.6339535767062,0.00049999960822055,0.00401774083158211,-0.448934965336885,"ARL6"
"LENG8",-0.286788578714399,7.09518037378528,-3.63357352708104,0.000500628738893649,0.0040214921433421,-0.450096974578124,"LENG8"
