"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL"
"WNT10B",-0.260837402345915,7.26599706385088,-4.38889414733022,3.55898269689872e-05,0.000601064206135799,2.01538967380791,"WNT10B"
"FLJ33708",-0.0888004053545099,6.52448958306554,-4.38848759798716,3.56430854944435e-05,0.000601643136407806,2.01398502802777,"FLJ33708"
"MIR365-2",0.0543224058078051,6.52909274362112,4.38793877486372,3.57151044460528e-05,0.000602537951537985,2.01208894186219,"MIR365-2"
"ENTPD3",-0.293134373646124,6.86979306250236,-4.38723533197659,3.58076192408308e-05,0.00060377740953954,2.00965887653839,"ENTPD3"
"VAT1",0.323059187336506,8.28750135944193,4.3865716063895,3.58951231635484e-05,0.000604931102756238,2.00736622666345,"VAT1"
"ALKBH1",-0.141632789981132,7.01923700689832,-4.38566603025562,3.60148459287809e-05,0.000606626257142589,2.0042385035916,"ALKBH1"
"GABBR2",-1.05728484672424,10.9230824222979,-4.38511300800678,3.60881488564016e-05,0.000607538140599007,2.0023286358268,"GABBR2"
"CACNA1F",-0.130448328663662,6.62002226545438,-4.3848889661988,3.61178866073371e-05,0.000607618053784136,2.00155494571579,"CACNA1F"
"PRMT6",-0.347408859223533,7.74841190922917,-4.38478848658525,3.61312312739147e-05,0.000607618053784136,2.00120796411638,"PRMT6"
"FAM125A",0.352742706653173,7.86261890918497,4.38449918960988,3.61696793682327e-05,0.000607942118755555,2.00020897447786,"FAM125A"
"HCG18",-0.2290071377342,6.91918248471695,-4.38402140312,3.62332647732791e-05,0.000608591072228495,1.99855918502874,"HCG18"
"ZNF214",-0.107839810819314,6.74581388829342,-4.38392065895924,3.62466859421892e-05,0.000608591072228495,1.99821133053531,"ZNF214"
"CDH20",0.157416616525134,6.98769362693392,4.38324978030433,3.63361833797374e-05,0.000609770785144349,1.99589500745696,"CDH20"
"HEY1",-0.206733154993213,9.27772063685408,-4.382856705289,3.63887202071942e-05,0.000610329328342887,1.99453794615303,"HEY1"
"RNF219",-0.231288908677728,8.8181086449798,-4.38264718217883,3.64167542515642e-05,0.000610476525528602,1.99381461308061,"RNF219"
"STARD8",0.460316911646907,7.8128569332021,4.38047548808097,3.67085591380066e-05,0.000615042983443345,1.98631851398013,"STARD8"
"KIAA1383",-0.221242067820987,6.96225916582464,-4.38018432761504,3.67478532144636e-05,0.000615376094505281,1.9853136739506,"KIAA1383"
"LOC401284",-0.0750571952623211,6.50020891792941,-4.37980818311021,3.67986767232036e-05,0.000615643513904832,1.98401559924589,"LOC401284"
"ANO3",-0.872753894836654,9.06303666230125,-4.37977869222286,3.68026643170238e-05,0.000615643513904832,1.98391382897828,"ANO3"
"ABCA11",-0.170205891744884,6.76932851350577,-4.37962620257134,3.68232897916518e-05,0.000615663653162112,1.98338760805294,"ABCA11"
"PLXND1",0.25423734033041,7.13894259388466,4.37943090325404,3.68497219615685e-05,0.000615780804523838,1.98271367264877,"PLXND1"
"COPG2IT1",-0.825401299478752,9.68630751350183,-4.37796951513599,3.70480924576414e-05,0.000618247227931626,1.97767130461778,"COPG2IT1"
"CD47",-0.533666267555006,9.82041783732464,-4.3779510707539,3.70506027103705e-05,0.000618247227931626,1.97760767055184,"CD47"
"DNAL4",-0.314945750634443,9.75899484762307,-4.3778910932477,3.70587666968001e-05,0.000618247227931626,1.97740074616976,"DNAL4"
"LOC100132856",-0.355186287766614,7.00853106495844,-4.37776944416159,3.70753306087704e-05,0.000618247227931626,1.9769810579448,"LOC100132856"
"GAB3",0.14182277360628,6.72672021227512,4.3775382189843,3.71068343084196e-05,0.000618347307722059,1.97618335223366,"GAB3"
"LOC90925",-0.153633319704012,6.60311951759706,-4.37736720736384,3.71301507629083e-05,0.000618347307722059,1.97559339381955,"LOC90925"
"LOC387825",0.185756066484287,7.28114271456274,4.37729609344056,3.71398509117603e-05,0.000618347307722059,1.97534806797036,"LOC387825"
"FAM100A",-0.59458395742388,7.48559580516174,-4.37706083425345,3.71719584361251e-05,0.000618556998648382,1.97453649743256,"FAM100A"
"LOC646675",-0.252507762737438,6.88248970907631,-4.37643270209476,3.72578158233297e-05,0.000619660420566396,1.97236976458731,"LOC646675"
"CXORF48",-0.0667132605421727,6.57028524095533,-4.37595775107856,3.7322862735894e-05,0.000620258498040334,1.9707315500547,"CXORF48"
"LOC652481",-0.267284203528899,7.2489598220213,-4.37588446823704,3.73329089672226e-05,0.000620258498040334,1.97047879016621,"LOC652481"
"REEP5",-0.486841675531373,12.0851610721328,-4.3755506944256,3.73786986102567e-05,0.000620693947587814,1.96932760242029,"REEP5"
"MRPL1",-0.272699700184452,8.44196852286976,-4.37509184994134,3.74417351159857e-05,0.000621415184909291,1.96774513005647,"MRPL1"
"LOC643384",0.297929420918368,7.50025683141152,4.37369302207629,3.7634542892353e-05,0.000624288335786285,1.96292142982566,"LOC643384"
"DFFA",0.442357104327755,7.97678318167247,4.37353916437935,3.76558084558335e-05,0.00062431439751565,1.96239092465,"DFFA"
"KTN1",0.377536127866003,9.25671314826697,4.37291914987627,3.77416221408305e-05,0.000625383363222649,1.96025321118556,"KTN1"
"NPDC1",-0.444171795721068,7.49502839009109,-4.37272774828093,3.7768151457493e-05,0.000625383363222649,1.95959332454528,"NPDC1"
"OLIG1",0.56953834430729,9.89316522720614,4.37264614103961,3.77794681568256e-05,0.000625383363222649,1.95931197614499,"OLIG1"
"KCTD11",0.180412387160413,6.8865274261735,4.3724097425532,3.78122687019376e-05,0.000625599643972559,1.95849698837643,"KCTD11"
"CCK",-0.701383020400025,9.77967816353884,-4.37197608550177,3.78725107334716e-05,0.000626269478482551,1.95700201623188,"CCK"
"TEAD3",0.134226341150559,6.76850329888166,4.37170952294875,3.7909586688533e-05,0.000626450649771021,1.95608312263447,"TEAD3"
"SYN2",-0.847426985979839,9.58974822293126,-4.37156900149185,3.79291458299919e-05,0.000626450649771021,1.9555987308694,"SYN2"
"MYO10",0.487000442706218,10.7036533226009,4.37147128806375,3.79427522889704e-05,0.000626450649771021,1.95526190817423,"MYO10"
"TRIM37",-0.528378159257493,7.74228424684694,-4.37113865538055,3.79891063384568e-05,0.000626889469510192,1.95411534140568,"TRIM37"
"DGAT1",0.241693712478839,7.65605352081458,4.37091832439021,3.80198407393027e-05,0.000627070214066543,1.95335590092675,"DGAT1"
"PRKCB",-0.877781686734687,9.85377035624353,-4.37071265967982,3.80485510198684e-05,0.00062721740370766,1.95264703289149,"PRKCB"
"SEC61A2",-0.324730432098447,7.62485329868028,-4.37021570959931,3.81180106153103e-05,0.000628035829784479,1.95093426822951,"SEC61A2"
"CDK6",0.261419560718603,7.69071652312162,4.36975735372105,3.81821845796626e-05,0.000628738859236745,1.94935462284561,"CDK6"
"RASL11B",-0.788288911072582,8.88791987417182,-4.36962775616497,3.82003483561505e-05,0.000628738859236745,1.94890800477376,"RASL11B"
"CDK10",0.387061510832293,8.51313233701412,4.36912498231628,3.82708939041815e-05,0.000629461823322532,1.94717542383364,"CDK10"
"ZNF577",0.42507442186648,9.55334823834003,4.36903176559874,3.82839872355155e-05,0.000629461823322532,1.94685420788548,"ZNF577"
"GARS",-0.399766413853381,10.0363131066954,-4.36813150847303,3.84106616670597e-05,0.000630692297235643,1.94375221651386,"GARS"
"FLI1",0.325637396241298,7.50657180416915,4.36809821761587,3.8415353762315e-05,0.000630692297235643,1.94363751438453,"FLI1"
"TSPYL1",-0.867316181142042,10.3597622576928,-4.36807581283064,3.84185118600009e-05,0.000630692297235643,1.94356032001111,"TSPYL1"
"ARHGDIB",0.493138965723722,10.3650982345919,4.36764204210515,3.84797041460371e-05,0.000631050516077981,1.94206583469603,"ARHGDIB"
"HISPPD2A",-0.203840381532417,7.23892020133621,-4.36751168825793,3.84981116571561e-05,0.000631050516077981,1.94161673926731,"HISPPD2A"
"KCNIP1",-0.251055831651857,7.57883382075709,-4.36749794002354,3.85000535676598e-05,0.000631050516077981,1.94156937427622,"KCNIP1"
"CDK5R1",-0.603210561760736,10.5204013116473,-4.36698914481917,3.85719865549183e-05,0.000631902828832512,1.93981655099715,"CDK5R1"
"C20ORF20",0.335241505985227,9.08401230182234,4.36586377214821,3.87315528287511e-05,0.000634182712339048,1.9359400197798,"C20ORF20"
"IL3RA",0.124414182470078,6.82815473970139,4.3657257667819,3.87511644732093e-05,0.000634182712339048,1.93546467840357,"IL3RA"
"LSM14A",0.255019410563252,9.52352123932176,4.36474630087881,3.88906305640135e-05,0.000635861816987414,1.93209129281987,"LSM14A"
"ARGFXP2",-0.0606854769616856,6.51961440627451,-4.36472350587687,3.88938821179368e-05,0.000635861816987414,1.93201278973775,"ARGFXP2"
"CCDC56",-0.220342673474893,6.90201985787421,-4.36457646686152,3.89148625664257e-05,0.0006358768780184,1.93150641195157,"CCDC56"
"GPR12",-0.154082202822746,6.7566816696345,-4.36439318466898,3.89410297481342e-05,0.000635976632156544,1.9308752328982,"GPR12"
"FAM38A",0.574417687441253,8.60360360781209,4.36274405719551,3.91772424013207e-05,0.000639504935181188,1.92519674886309,"FAM38A"
"PPT1",-0.324380144496287,11.3824596497674,-4.36243529860045,3.9221621200248e-05,0.000639899841506877,1.92413373387856,"PPT1"
"HS.559770",-0.0728095498737851,6.62482671878888,-4.3619985356254,3.92844815126926e-05,0.000640595711909649,1.92263009305204,"HS.559770"
"OTX1",0.181857727470014,6.82108925445008,4.36118459817377,3.9401886107644e-05,0.000642179840417642,1.91982819488622,"OTX1"
"LCAT",0.441028597099377,7.41941797191509,4.36021846097596,3.95416849977053e-05,0.000644127139993453,1.91650276750002,"LCAT"
"RHOJ",0.38743315947748,8.37513571586457,4.3597611811275,3.96080200149576e-05,0.000644876340253804,1.91492897086311,"RHOJ"
"BTBD10",-0.593484825929366,8.9333747421441,-4.35942529751847,3.96568133223032e-05,0.00064533931330442,1.91377303992889,"BTBD10"
"HS.568326",0.228491767104006,6.98905704718757,4.35877929838801,3.97508201471229e-05,0.000646537197877782,1.9115500067628,"HS.568326"
"NXPH4",-0.049538656506452,6.52125351570885,-4.35852471667836,3.97879264659835e-05,0.000646571593790381,1.91067398571251,"NXPH4"
"HS.199657",0.152340879998414,6.76009857582617,4.3584849334492,3.97937280594648e-05,0.000646571593790381,1.91053709352685,"HS.199657"
"PEX7",-0.240255291386585,7.49216266054261,-4.35734173993783,3.99607901504804e-05,0.000648953405619994,1.90660373678112,"PEX7"
"HS.576106",-0.776453964927123,9.98508076889114,-4.35687192162437,4.00296441837976e-05,0.000649738720238804,1.90498742276996,"HS.576106"
"ETV2",0.0842017384945368,6.82858365989548,4.35668571150043,4.00569658757881e-05,0.000649849446398405,1.9043468335251,"ETV2"
"HSPC159",-0.198608399216887,6.92740430741494,-4.35622134267332,4.01251790220255e-05,0.000650623107415964,1.90274940981098,"HSPC159"
"PRKCH",0.33348792794341,7.95761196803349,4.35599199409419,4.01589104632508e-05,0.000650837148100741,1.9019604905538,"PRKCH"
"ACOT7",-0.352969161934356,8.35396729186978,-4.35517697984682,4.02790007349072e-05,0.000652202095594776,1.89915718307682,"ACOT7"
"C18ORF10",-0.465529335635788,8.0921413820946,-4.3551411993102,4.0284280857242e-05,0.000652202095594776,1.89903412017521,"C18ORF10"
"B3GNT4",-0.229031069714549,7.05979415426168,-4.35433873486571,4.04028763088074e-05,0.000653788248590707,1.89627429715727,"B3GNT4"
"PSD4",0.288472667066838,7.06122935576002,4.35340873230812,4.05407429811673e-05,0.000655433091536508,1.89307622567997,"PSD4"
"SUSD1",-0.360969773226502,7.42866669969805,-4.35337416082068,4.05458767351133e-05,0.000655433091536508,1.89295734987886,"SUSD1"
"SYNGR4",-0.0594172434847673,6.52999855085877,-4.35226226168531,4.07113258819348e-05,0.000656982800471269,1.88913432836648,"SYNGR4"
"SRP68",-0.18794239028111,9.2420761528424,-4.35223093396805,4.0715996850461e-05,0.000656982800471269,1.88902662329657,"SRP68"
"BANP",0.464788792462073,9.21145660985266,4.35219673182154,4.07210969887739e-05,0.000656982800471269,1.88890903643126,"BANP"
"LOC728654",-0.132075818823513,6.82782071035249,-4.35217295008791,4.07246436254272e-05,0.000656982800471269,1.88882727523482,"LOC728654"
"C2ORF32",-0.498436632137929,8.59581899350359,-4.35176585045915,4.0785401884887e-05,0.000657628300992328,1.88742771487369,"C2ORF32"
"LOC100130598",0.624770531028203,9.06147302336656,4.35148161405653,4.08278751832409e-05,0.000657714234552275,1.88645058996264,"LOC100130598"
"CIDECP",-0.108940696523798,6.7030972998059,-4.35138694899483,4.08420304282483e-05,0.000657714234552275,1.88612516650815,"CIDECP"
"EXOSC5",-0.189828805693698,6.98551725293833,-4.35131377319437,4.08529756414331e-05,0.000657714234552275,1.88587361807132,"EXOSC5"
"YTHDF2",-0.3391743885237,8.52644599157141,-4.35073114152524,4.09402235905485e-05,0.000658640813562356,1.88387085886048,"YTHDF2"
"BLVRA",-0.19001016450661,9.06986376799722,-4.35065203587654,4.09520833921578e-05,0.000658640813562356,1.88359895055233,"BLVRA"
"LOC100133233",0.167518643407943,13.67475575158,4.35023347669877,4.10148906035276e-05,0.000659316446314313,1.88216029423958,"LOC100133233"
"NDUFA9",-0.168298655056166,8.65123754727353,-4.34949797312651,4.11254828980422e-05,0.000660540461862228,1.87963244797776,"NDUFA9"
"MAD2L1",-0.177943582408229,6.75447686277516,-4.34942071205255,4.11371168053544e-05,0.000660540461862228,1.87936692479834,"MAD2L1"
"UCHL1",-1.06224406124814,10.6655594829528,-4.34931164050492,4.11535461254858e-05,0.000660540461862228,1.8789920833286,"UCHL1"
"MGC27121",-0.483121979058049,7.20181456549053,-4.3485866187282,4.12629167082321e-05,0.000661960758932671,1.8765005747066,"MGC27121"
"TOR1A",-0.364892714233987,8.17733849940152,-4.34794251007232,4.13603171855547e-05,0.000663187685777483,1.87428732844941,"TOR1A"
"IGFBP5",0.439864414017464,9.9601606196766,4.34621264612954,4.16230045452202e-05,0.000666558446216814,1.86834424436949,"IGFBP5"
"PPP4C",0.227872527638212,8.3642810272062,4.34618096449546,4.16278305521475e-05,0.000666558446216814,1.86823541276364,"PPP4C"
"LOC347292",0.225161548314905,8.0273511540206,4.34595212733218,4.16627049834859e-05,0.000666558446216814,1.86744933364862,"LOC347292"
"PABPC1",0.265551270523243,10.0259135364602,4.34588466324606,4.16729917978961e-05,0.000666558446216814,1.8672175923074,"PABPC1"
"SLC44A4",0.327387135465768,11.9880091342917,4.34586708044208,4.16756731987926e-05,0.000666558446216814,1.86715719515334,"SLC44A4"
"CLSTN3",-0.131082343977159,6.67361413414353,-4.34483030377108,4.18340783316782e-05,0.000668754555276954,1.86359611182093,"CLSTN3"
"RAP1GDS1",-0.416254048780761,8.60833444008005,-4.34455136623046,4.1876795426931e-05,0.000669100007577477,1.86263811367198,"RAP1GDS1"
"LOC100134159",0.326471769737534,12.1437686179562,4.34436837985503,4.19048412627955e-05,0.000669210815128774,1.86200967531366,"LOC100134159"
"ATP5L",-0.365284511809703,9.21289241411484,-4.34393534844601,4.19712832074082e-05,0.000669934379493878,1.86052255892371,"ATP5L"
"LOC100133576",0.0723130435279655,6.55375848377184,4.34379007307866,4.19935962688745e-05,0.000669953196639819,1.86002367409402,"LOC100133576"
"LOC732007",-0.55817000887221,7.96774259729758,-4.34276564596583,4.21512655276054e-05,0.000672130340656484,1.85650600900872,"LOC732007"
"FES",0.297779111391281,7.64062932395746,4.34258330223804,4.21793899445001e-05,0.000672240654218529,1.85587993129103,"FES"
"PIP4K2B",-0.241580016370535,7.31996230447946,-4.34149171276407,4.23481348811653e-05,0.000674590892328111,1.85213228379511,"PIP4K2B"
"MAEL",-0.234710040681669,6.92069251994667,-4.34048711337489,4.25040090307918e-05,0.000676733845442541,1.84868378787546,"MAEL"
"LRP5",0.432755577275992,7.54347148288051,4.33964100709667,4.2635721574213e-05,0.000678490147541441,1.84577972216258,"LRP5"
"RNU6-1",0.368375708671588,10.8274793171908,4.33903703537237,4.27299825837981e-05,0.000679648995437231,1.84370693459854,"RNU6-1"
"GALM",0.175801833005599,7.00474806839156,4.33811146318265,4.28748264507451e-05,0.000681610831739528,1.84053077177528,"GALM"
"BPTF",0.170005452922575,7.2684826444665,4.33742456126974,4.298262730734e-05,0.000682982098066506,1.83817388367464,"BPTF"
"EPHA4",-0.900302428357366,9.0651626721254,-4.33683065214113,4.30760452993219e-05,0.000684123565124501,1.83613625088462,"EPHA4"
"DGKB",-0.53016783535858,8.02655635725076,-4.33574238224651,4.32477326582047e-05,0.000686070718441526,1.83240295689466,"DGKB"
"GNB1",-0.211336855150627,12.4152184712535,-4.33550716726968,4.32849274420003e-05,0.000686070718441526,1.83159612896248,"GNB1"
"CALM2",-0.320180644938947,13.3013053103653,-4.33543528821152,4.32962999192579e-05,0.000686070718441526,1.8313495766183,"CALM2"
"ZFP91",0.224886586050243,9.92181996015691,4.33539089344646,4.33033253616906e-05,0.000686070718441526,1.83119729936373,"ZFP91"
"PSMG4",-0.165165622095831,7.03894083028677,-4.33536855111099,4.33068614385329e-05,0.000686070718441526,1.83112066389001,"PSMG4"
"HS.10862",0.310675611945966,11.0135905649617,4.33507386407773,4.33535271002498e-05,0.000686466937601358,1.83010989280441,"HS.10862"
"C5ORF34",-0.161703348575473,6.74973849975535,-4.33462749702295,4.34243049152732e-05,0.000687244366357544,1.8285789402901,"C5ORF34"
"LRRCC1",0.31912307332774,7.74161455928373,4.33442110098699,4.34570696880654e-05,0.000687419715125586,1.82787107374903,"LRRCC1"
"HS.552025",0.154108069119011,6.78653830336859,4.33398304638786,4.35266888048656e-05,0.000688158132903736,1.82636876578856,"HS.552025"
"ABCA1",0.502551014356474,9.79470778216267,4.33373166587202,4.35666888758153e-05,0.000688158132903736,1.82550669748445,"ABCA1"
"MLKL",0.31176362048681,7.20621416747571,4.33365830707568,4.35783685426101e-05,0.000688158132903736,1.82525513114577,"MLKL"
"LOC340529",-0.486441093720555,7.66409997356996,-4.33354178321461,4.35969268681451e-05,0.000688158132903736,1.82485554584135,"LOC340529"
"COBL",0.241809048673158,11.4365229138603,4.33342779578843,4.36150886183222e-05,0.000688158132903736,1.82446466473458,"COBL"
"HS.379253",0.613804496986514,8.82741176770804,4.33330914293219,4.36340014869561e-05,0.000688158132903736,1.82405779165543,"HS.379253"
"HS.40289",-0.316999542042259,8.27275833964698,-4.33288306203593,4.37019827395373e-05,0.000688763193239825,1.82259677054511,"HS.40289"
"PACSIN1",-0.430856671525044,12.0194205012849,-4.33278538535553,4.37175814861306e-05,0.000688763193239825,1.82226185167535,"PACSIN1"
"LOC387693",0.406156041930137,7.17946897166843,4.33266040043664,4.37375491480053e-05,0.000688763193239825,1.8218333034886,"LOC387693"
"TNCRNA",0.186042607128011,6.72899081952477,4.33218467209905,4.38136324619955e-05,0.000689618743319392,1.8202021942148,"TNCRNA"
"TOB2",0.247372391220146,7.53319467267976,4.33079311976923,4.4036918932875e-05,0.000692474346893938,1.8154316539555,"TOB2"
"MAGEH1",-0.303874134787568,7.86699178093221,-4.33055633180667,4.40750229505249e-05,0.000692474346893938,1.81461998529025,"MAGEH1"
"TSPAN1",-0.234252031907304,7.16781009510461,-4.33042706029067,4.40958388256892e-05,0.000692474346893938,1.8141768758385,"TSPAN1"
"FAM39DP",0.42591882336465,9.19850058383961,4.33041321289207,4.40980691589644e-05,0.000692474346893938,1.81412941099321,"FAM39DP"
"GOLSYN",-0.636966728670222,10.5637622709881,-4.3302586534964,4.4122970693775e-05,0.000692474346893938,1.81359963261274,"GOLSYN"
"SV2B",-0.983882464283043,10.0231268197664,-4.33019546060741,4.41331558073225e-05,0.000692474346893938,1.81338303159451,"SV2B"
"NUDT21",-0.447926243102074,8.38484611225386,-4.33010357086598,4.41479701915662e-05,0.000692474346893938,1.81306807213463,"NUDT21"
"ARL9",-0.187993756260969,6.84291990793457,-4.32966788220927,4.42182769993479e-05,0.000692926086007509,1.81157476878117,"ARL9"
"POLE2",-0.105302908063293,6.70360361269012,-4.32965419111782,4.4220488075495e-05,0.000692926086007509,1.8115278446365,"POLE2"
"B4GALT6",-0.523499072570838,7.62768131681543,-4.32935806126292,4.42683384538601e-05,0.000693333166495734,1.81051292610298,"B4GALT6"
"MTUS2",-0.0583916007170169,6.56195997209434,-4.32790102100105,4.45045054519977e-05,0.000696687813742384,1.80551985352725,"MTUS2"
"LOC644907",0.357685838022466,10.0772918820799,4.32744028327123,4.45794380961961e-05,0.000697516380873354,1.80394117946258,"LOC644907"
"HS.254006",0.22080994838364,7.61099002867402,4.32718897984992,4.46203605248519e-05,0.000697812248957971,1.80308015459833,"HS.254006"
"SYN1",-0.472170008115016,10.4877243495957,-4.32609797212067,4.47984424425793e-05,0.000699891192996614,1.79934245187265,"SYN1"
"LOC100131967",-0.145010000245502,6.97347382806887,-4.3258657489485,4.48364361206819e-05,0.000699891192996614,1.798546947293,"LOC100131967"
"MCM8",0.267842324059107,12.131899817166,4.32584038004784,4.48405885745096e-05,0.000699891192996614,1.7984600450413,"MCM8"
"DPP8",-0.309034558049014,7.96793066601928,-4.32583414475344,4.4841609242149e-05,0.000699891192996614,1.79843868582103,"DPP8"
"PLEKHA4",0.362476436749874,7.275204050569,4.32518439227081,4.49480917032405e-05,0.00070092970715349,1.79621303698959,"PLEKHA4"
"FHL2",-0.473622040860087,8.07989844571408,-4.32515529655767,4.49528656679014e-05,0.00070092970715349,1.79611337781808,"FHL2"
"L1CAM",-0.457708207961264,7.08706303567348,-4.32490552846354,4.49938672705738e-05,0.00070092970715349,1.79525788408272,"L1CAM"
"KIAA0232",-0.289254340139387,8.06467903188855,-4.32482227962358,4.50075413218413e-05,0.00070092970715349,1.7949727507166,"KIAA0232"
"MIR30C2",0.306505159565682,7.10996176704892,4.32475434471257,4.50187029578709e-05,0.00070092970715349,1.79474007111526,"MIR30C2"
"PLEKHG4",0.11139068769388,6.79271494663471,4.32440039344805,4.50769000882452e-05,0.000701491277760125,1.79352781029588,"PLEKHG4"
"NPFF",0.163633334203927,6.88102630923636,4.32409231833702,4.51276133922256e-05,0.000701935890350123,1.79247272083788,"NPFF"
"LOC440928",-0.650036122664705,8.81773068306013,-4.32288027970119,4.53276670809198e-05,0.000704701837403216,1.78832219275017,"LOC440928"
"ZNF845",0.211119233529013,7.24094387922182,4.32246672303909,4.53961228443909e-05,0.000705420144199604,1.78690616115012,"ZNF845"
"TBC1D25",-0.0808809954161465,6.79819179260961,-4.32166908090808,4.55284383824056e-05,0.00070712959173065,1.78417523781161,"TBC1D25"
"LOC440160",-0.278380732006156,7.23432261810679,-4.32145062814325,4.55647410343943e-05,0.000707346861307688,1.78342736397233,"LOC440160"
"GALNT3",0.373455773353368,7.92706701214393,4.32080080175648,4.56728951756487e-05,0.000708111587371143,1.78120281505879,"GALNT3"
"CSF3R",0.38832246415565,7.47357812561159,4.32075818408942,4.56799969297905e-05,0.000708111587371143,1.78105692912862,"CSF3R"
"TRIM5",0.123222632422665,6.73816223154221,4.32075207125581,4.56810156521763e-05,0.000708111587371143,1.78103600415874,"TRIM5"
"SPATA13",0.307538214777583,7.31682130927103,4.32010620487453,4.57887750791973e-05,0.000709435078206527,1.77882522540894,"SPATA13"
"MFSD10",0.395874262611505,10.6026037459141,4.31982638660975,4.58355375391951e-05,0.000709812672199553,1.7778674785487,"MFSD10"
"CNTN3",-0.591467904435264,7.84143531337593,-4.31927885848152,4.59271725022408e-05,0.000710604024911598,1.77599353653009,"CNTN3"
"CDH26",0.0734677650286661,6.73250897791552,4.31925319738217,4.59314715155793e-05,0.000710604024911598,1.77590571365011,"CDH26"
"FLJ35258",0.284540770556316,7.00749282020575,4.31893719020875,4.5984444210148e-05,0.000710752631287374,1.77482423227174,"FLJ35258"
"CDK5R2",-0.202400062344497,7.14710652694795,-4.31892839470352,4.59859194564796e-05,0.000710752631287374,1.77479413181454,"CDK5R2"
"LOC645452",0.36267462717138,12.6255137722682,4.3185035486599,4.6057232230631e-05,0.000711279946745647,1.77334024436072,"LOC645452"
"RPL18A",0.227292490291946,12.2176091438561,4.31845783053557,4.60649126393947e-05,0.000711279946745647,1.77318379513834,"RPL18A"
"ABP1",-0.131325576921179,6.63074097101612,-4.31716067820746,4.62833440898952e-05,0.000714078781063716,1.76874530322807,"ABP1"
"HS.298873",0.329663176803392,7.54613332120589,4.31711397649785,4.62912269743197e-05,0.000714078781063716,1.76858551799481,"HS.298873"
"ACOT9",0.149714141673906,7.1726635847573,4.31620678245728,4.64446119332849e-05,0.00071609639994413,1.76548185021017,"ACOT9"
"UBE2E2",-0.479628787525654,9.49179192102319,-4.31578710522794,4.65157354532136e-05,0.000716844343153559,1.76404619436146,"UBE2E2"
"MICAL2",-0.633564285708419,8.03233650952317,-4.31521728844003,4.66124719280184e-05,0.000717986083633714,1.76209706678969,"MICAL2"
"GPRASP1",-0.370680639255364,7.3978592798029,-4.31504979654914,4.66409435942408e-05,0.000718075722164854,1.76152416983187,"GPRASP1"
"HS.168950",-0.494347124091012,7.44228253568891,-4.3140090087429,4.68182424618876e-05,0.000720455478661085,1.75796451095773,"HS.168950"
"RWDD1",-0.22693631193235,7.11137416700738,-4.31365666965643,4.687841109571e-05,0.000721031359405146,1.75675957250895,"RWDD1"
"TMX3",-0.531223359826088,8.5149291426049,-4.31264340967843,4.70518613798093e-05,0.000723105750387156,1.75329472920754,"TMX3"
"C4ORF33",-0.233207585703133,7.70116455965688,-4.31260236172287,4.70589010425458e-05,0.000723105750387156,1.75315437600574,"C4ORF33"
"CPLX2",-0.330514682374352,7.20921798387089,-4.31208779935255,4.71472341179262e-05,0.000724112074388691,1.75139502702852,"CPLX2"
"TRIOBP",0.207299759762583,7.0459968991668,4.31148883677325,4.72502577006853e-05,0.000725342939037154,1.7493472628728,"TRIOBP"
"ZNF233",-0.189775983435322,6.89679594884698,-4.31105504736358,4.73250067447778e-05,0.000726138777255303,1.74786430809741,"ZNF233"
"GC",0.0669138506769134,6.54565658615876,4.31047102946328,4.74258231436149e-05,0.000727333620538264,1.74586792317897,"GC"
"HS.37648",0.714981538653559,8.44910148677468,4.30902455208853,4.76764164939931e-05,0.000730402666336283,1.74092403979351,"HS.37648"
"BAZ2B",0.353189187274888,10.0804347835154,4.30894540143097,4.76901657218754e-05,0.000730402666336283,1.74065354130753,"BAZ2B"
"RNF144A",0.285429139956271,8.94150831956882,4.30891721039245,4.76950637008235e-05,0.000730402666336283,1.74055719875892,"RNF144A"
"NAPB",-0.893435890042934,11.7681576134182,-4.30871422039933,4.77303460262103e-05,0.000730590038160727,1.73986349400219,"NAPB"
"UNC84B",0.348925146181996,11.7861765818557,4.30839897748307,4.77851893880698e-05,0.000731076497877322,1.73878621136614,"UNC84B"
"GUCY2E",-0.132982934964399,6.6825446814997,-4.30774334494478,4.78994460206804e-05,0.000732242368421446,1.73654586397408,"GUCY2E"
"WDFY2",0.120149130849288,7.27710793694092,4.30769665802053,4.79075921800025e-05,0.000732242368421446,1.73638633895019,"WDFY2"
"NOS3",0.47272610400599,7.79824766427352,4.30702946907091,4.80241528912361e-05,0.000733670191157679,1.73410672801077,"NOS3"
"UBIAD1",0.165013043114223,7.39125879883817,4.30666545324408,4.80878634831614e-05,0.000734289630258293,1.73286307034865,"UBIAD1"
"ATP5A1",-0.516263269298516,11.8013335664904,-4.30608470980763,4.81896751875317e-05,0.000735489987214615,1.73087909529928,"ATP5A1"
"ZNF385B",-0.527955763281629,7.52819042391007,-4.30573180999691,4.82516447193236e-05,0.000735974244052665,1.72967357378456,"ZNF385B"
"HOXA6",-0.235336402388695,6.85497660480988,-4.30563966780659,4.826783764623e-05,0.000735974244052665,1.72935882174487,"HOXA6"
"CDC2L6",0.430797379048611,10.213217917422,4.30471789110472,4.84301185556994e-05,0.000738093633757534,1.72621031271599,"CDC2L6"
