"symbol","RO","RA","RA-RO","PRA-RO","FDR"
"CDK2AP1",8.2605864072618,8.83892738595654,0.578340978694746,0.000527822492637681,0.0255652037615497
"JDP2",6.26076047693822,6.93436543364453,0.673604956706304,0.000528532073285726,0.0255652037615497
"PTOV1-AS2",6.3583065607927,7.32130071802273,0.962994157230022,0.000529891292879809,0.02557322212574
"GYS2",2.05279961791927,2.84945596679645,0.796656348877185,0.000534185897319552,0.0257225514781199
"USP21",7.13164006478958,7.51135035935277,0.379710294563187,0.000537523930252779,0.0257605552219288
"LOC100506860",7.51367609602656,8.21192747821086,0.698251382184301,0.000538581703351882,0.0257605552219288
"CTHRC1",4.32814223930632,5.09799348996223,0.769851250655901,0.000536686677165594,0.0257605552219288
"ZNF605",5.19354592675177,5.70254583733513,0.508999910583354,0.000557062764128802,0.0262923808584845
"CCDC117",5.79681174090255,6.3552366969503,0.558424956047748,0.000556660830275865,0.0262923808584845
"GKAP1",6.36958539787871,6.80679767852223,0.437212280643524,0.000561218697828104,0.0264063838797438
"LOC283440",4.9930990611966,5.93083102772299,0.937731966526387,0.000561942834103191,0.0264063838797438
"C8orf88",3.551855420504,4.32424468830809,0.772389267804089,0.000573475342581519,0.02671397748008
"LOC646762",6.36000650103926,6.89445002854096,0.534443527501696,0.000580997877769389,0.0268046156599872
"ARL6IP6",5.78320567241226,6.34123870114106,0.558033028728797,0.00058514438771524,0.0268046156599872
"ZNF701",4.33501201275503,4.9592536826801,0.624241669925067,0.000587429935559628,0.0268046156599872
"MMP19",2.1411545138674,2.8397331911189,0.698578677251502,0.000579917901563047,0.0268046156599872
"CDK11A",4.48170586443729,5.22495290585966,0.743247041422376,0.000587026168430013,0.0268046156599872
"PROK2",1.51236577193877,2.73336115010032,1.22099537816155,0.0005866718270405,0.0268046156599872
"MIR6717",7.41152234159023,8.84215599716359,1.43063365557337,0.000582998379495182,0.0268046156599872
"ZNF568",5.39745414066786,5.65759891284378,0.260144772175918,0.000609288510327953,0.0274988556746623
"CERS1",6.96481378723799,7.53629351939832,0.571479732160332,0.000612140851074012,0.0274988556746623
"C3orf62",4.8274057497687,5.41849431669031,0.591088566921605,0.000610584453910954,0.0274988556746623
"ANO2",4.62909908902088,5.35953906994657,0.730439980925688,0.000608348454240811,0.0274988556746623
"LOC339666",2.86893472464649,3.76370229135897,0.894767566712478,0.000618040070285483,0.0277057795524631
"LINC01004",4.83776796476079,5.38764679620294,0.549878831442152,0.000648454995020234,0.0285320197808903
"CCDC146",5.18182093474012,5.65816784193719,0.476346907197066,0.000668885475927405,0.0290514286102524
"PPP4R2",6.75327539843396,7.2564217090245,0.503146310590546,0.000669750127565088,0.0290514286102524
"TRIP10",5.91681399170656,6.67555114665019,0.758737154943629,0.000674161016917764,0.0291248432873263
"SRGAP1",5.80075725759361,6.24968922329573,0.448931965702123,0.000682265281033966,0.0293565872329234
"LINC01134",1.37087499729809,2.40729661099051,1.03642161369242,0.000685140494119952,0.0294212234629305
"LOC102724484",3.44568431504722,5.3369430480258,1.89125873297858,0.000701869132178662,0.029840578897469
"POLDIP3",8.01361237939526,8.40986608524897,0.396253705853711,0.000708042858439368,0.0298443981053906
"RND2",6.65022628756113,7.29782452932354,0.64759824176241,0.000710110639264473,0.0298443981053906
"SH2D7",3.26225994309483,4.1282034461333,0.865943503038472,0.000710315616658073,0.0298443981053906
"SPDYA",2.61667761287284,3.50231526270595,0.885637649833104,0.000704303181068763,0.0298443981053906
"SNORA25",6.55666814719715,7.61574423135309,1.05907608415594,0.0007128693863667,0.0298930826048251
"ITSN2",7.22230492093244,7.46269745397044,0.240392533037998,0.000715656398127375,0.0299513384747527
"SASH1",8.42317198922215,9.00435108358682,0.581179094364662,0.000721874213755545,0.0299773656053369
"ZNF790",5.50200815712055,5.87776613176953,0.375757974648979,0.000731103691553368,0.0300211883316907
"LOC389765",6.41348532259992,7.05895220246838,0.645466879868457,0.000729763533536535,0.0300211883316907
"LINC00906",0.506984233885723,1.23797661599494,0.730992382109214,0.000726342554296476,0.0300211883316907
"LINC01193",0.235661745676089,0.851892256762549,0.61623051108646,0.000733275651479296,0.0300432708602263
"MGC16025",4.52869160198019,5.41810670864625,0.889415106666065,0.00074714872150306,0.0304370775748433
"ITPKB-IT1",4.40779984990782,5.54018038325555,1.13238053334773,0.000746700242260664,0.0304370775748433
"POLE2",3.49544186830487,4.19389345256864,0.698451584263769,0.000751038097252061,0.0304796294468128
"MRPL45P2",4.88317718547644,5.63097123453568,0.74779404905924,0.000753143306930818,0.0305072869204415
"LOC108783645",1.26758504043002,2.33702680457224,1.06944176414222,0.00075849392187856,0.0306083008625495
"TSPAN10",1.78654987895818,2.94040741158085,1.15385753262267,0.000757507413170132,0.0306083008625495
"LOC727993",1.02261636276375,1.92218617965081,0.89956981688706,0.000769724835906222,0.0310031274131551
"SERPINA5",2.44424023536613,4.52986492996998,2.08562469460384,0.000776857567644759,0.0311379793221317
"CARS2",7.18735073500839,7.53654025436461,0.349189519356219,0.000780028695220337,0.0311447213079742
"BCAT2",6.76589754289274,7.49322649018636,0.727328947293617,0.000781960988598569,0.0311447213079742
"N4BP2L2-IT2",5.75797060063186,6.29221513497823,0.53424453434637,0.000788763514841591,0.0312487753353823
"MIR1914",5.92558929963984,7.1185609416286,1.19297164198876,0.000788948453259373,0.0312487753353823
"ARID1B",7.88460903415148,8.03309354897694,0.148484514825458,0.000797019276831544,0.0315102012249932
"ZHX3",8.00315661568485,8.41866322657479,0.415506610889944,0.000799076359105779,0.0315333484768299
"IHH",0.665363857092351,1.61957148957964,0.954207632487293,0.000801681928823064,0.0315780153875379
"MFSD11",6.08850458091547,6.32378833702686,0.235283756111388,0.000816488524885181,0.0317526608189468
"SALRNA2",1.09562663101188,2.08072219914442,0.985095568132544,0.000816324743347969,0.0317526608189468
"KLK14",3.46353785869135,4.39231851818811,0.928780659496759,0.00082612012921943,0.0320401833800325
"SMTN",6.49209809251757,7.50547372780071,1.01337563528314,0.000827825908509575,0.0320401833800325
