"SYMBOL","nprobes","meanlogFC","minadjP","meanB"
"TBX2",1,0.424019664092789,0.00042842061478432,2.48767941826825
"POLR3B",1,-0.205155596360376,0.000430880260357417,2.48148983882897
"HYOU1",1,-0.233149928341125,0.000432526127708564,2.47554361715667
"LOC729970",1,0.298465576512478,0.000432526127708564,2.47694032608005
"PTPLAD2",1,0.612342606463821,0.000432526127708564,2.47564105303644
"WAPAL",1,0.116017424610859,0.000432526127708564,2.47637430355212
"LOC100132839",1,-0.0999260147783962,0.000432636908746849,2.47471409431799
"BOLA3",1,-0.41208670453106,0.000432777553406221,2.47382005050339
"WDR45",1,0.11214314746303,0.00043402533887655,2.47052241009169
"CHL1",1,-0.541203282851738,0.000434425603615329,2.46906742590588
"KCNC2",1,-0.209460591129643,0.000434588029501735,2.46812858768166
"C1ORF144",1,0.500285200431488,0.000434882190088291,2.46690508947086
"LOC392437",1,0.469056745077124,0.000435797176945675,2.46434059518288
"C12ORF11",1,0.383000946915502,0.000435871800609439,2.4617835529792
"CDH10",1,-0.482608250283166,0.000435871800609439,2.46146857974244
"LOC100129086",1,-0.586320903428575,0.000435871800609439,2.46154271841694
"LOC390345",1,0.373522250458906,0.000435871800609439,2.46088794146022
"RNF208",1,-0.138976437721727,0.000435871800609439,2.46066963381805
"TJAP1",1,0.468197268828396,0.000435871800609439,2.46357266878901
"MET",1,-0.414581858043258,0.000436143782484007,2.4594988196068
"C10ORF11",1,0.139015682136207,0.000437034717358375,2.45699482384775
"ZCCHC17",1,-0.25616228694529,0.000437450005411063,2.45551793490645
"HS.572064",1,-0.1104695384485,0.000438941174518728,2.45173253651667
"CCDC151",1,0.464409766947954,0.000438972803750021,2.45108249414137
"ROPN1B",1,-0.0482453577399262,0.000440871051977729,2.44643956322891
"RPL14",1,0.461266715648126,0.000441035318556416,2.44492633551931
"TSPYL5",1,-0.537850201356138,0.000441035318556416,2.44494955852689
"GSTP1",1,0.309004505934166,0.000441155230600938,2.44408971350692
"SFRS2B",1,-0.291856721664468,0.000443804058933842,2.43729535510164
"VWC2",1,-0.191946923770449,0.000443804058933842,2.43762289125626
"C1QL3",1,-0.306953929664057,0.000445195613988238,2.43145432568324
"HS.171397",1,-0.0671982056675118,0.000445195613988238,2.43148683179976
"LOC650235",1,-0.125872081687177,0.000445195613988238,2.4325299622352
"RNU1G2",1,0.620655303114739,0.000445195613988238,2.43242254120286
"ZYG11B",1,-0.351549828162009,0.000445195613988238,2.43258998404043
"C11ORF49",1,-0.146329121414087,0.000446708563555922,2.42768369810995
"FEN1",1,-0.266267464494081,0.000447395548119992,2.42566003409394
"CGN",1,0.314083967247663,0.000447677309512616,2.42266999703533
"CUEDC1",1,0.647835822095365,0.000447677309512616,2.42267408518481
"KCNE4",1,0.248300668283751,0.000447677309512616,2.42218529072946
"STYK1",1,-0.146291926277594,0.000447677309512616,2.42308125148345
"ZNF778",1,-0.057061765839391,0.000447677309512616,2.42320881464674
"OR2L13",1,-0.382172496640779,0.000447903097737157,2.42113539656186
"AADACL1",1,-0.476443487170549,0.000449366398892509,2.41638512270375
"LOC642691",1,-0.133986185394963,0.000449366398892509,2.41634198727876
"UCN2",1,0.054101193647023,0.000449366398892509,2.41647784155388
"SOX13",1,0.433526579057866,0.000449565405164456,2.41477774329431
"TCF19",1,0.0523475218188612,0.000449565405164456,2.41508290438605
"HS.568329",1,0.121459199074637,0.000449858642375044,2.41359087624931
"FANCB",1,0.277815171336313,0.000451904937260783,2.40849201772177
"SLC8A2",1,-0.603779189265614,0.000451904937260783,2.40817469597351
"CECR6",1,-0.31628456948641,0.000454000007047399,2.40267822869544
"HS1BP3",1,0.241091145600114,0.000454000007047399,2.40277670792695
"FLJ42709",1,-0.334761406846955,0.000455165172174266,2.3985529383356
"NDUFA3",1,-0.24549569131038,0.000455165172174266,2.39929895378765
"SP1",1,0.273279239859018,0.000455165172174266,2.39908467707763
"CYP3A43",1,-0.102787326581534,0.000455208792938178,2.3978923158344
"SDHB",1,-0.324653543096927,0.00045552593763941,2.39666687788371
"ROBO2",1,-0.191841430260531,0.000456574031144255,2.39393464419433
"FAM40B",1,0.621969295328823,0.000456612062257328,2.39328686695299
"SLC25A46",1,-0.434133364824371,0.000456692415546521,2.39255224088603
"GGCT",1,-0.343692948461653,0.000457346088143973,2.39006935736893
"PAWR",1,0.15134086677114,0.000457346088143973,2.39039376125909
"C9ORF173",1,-0.143559157593869,0.00045794989869305,2.38825990896087
"C10ORF35",1,-0.508533098209906,0.000458559533784362,2.38473955447622
"GPBP1L1",1,0.161128836114994,0.000458559533784362,2.3851648333838
"LOC647055",1,-0.10763987458336,0.000458559533784362,2.38488896370036
"MRPS27",1,-0.272330494518298,0.000458559533784362,2.38573756558916
"RPS16",1,0.205636884543427,0.000459812656378969,2.38160554262472
"C6ORF61",1,0.120881596510223,0.000461183988867144,2.3782377062064
"KCNK6",1,0.150185529380019,0.000465232298196596,2.36944921188159
"GNRHR2",1,0.0609825546907725,0.000467344359645618,2.36462245239623
"KIAA1045",1,-0.533244810431432,0.000469055100287384,2.36061995019295
"TNFAIP3",1,0.16586678570393,0.000469223580113456,2.35971754394317
"FOXJ1",1,0.459456014978963,0.000471091036470265,2.35272022908648
"GMFG",1,0.311408202683303,0.000471091036470265,2.35296829520776
"ICAM1",1,0.113267428983665,0.000471091036470265,2.3547838085024
"LOC400174",1,-0.307257011569556,0.000471091036470265,2.35348215692976
"LOC650369",1,0.311397207610017,0.000471091036470265,2.35260066058419
"STAM",1,-0.47078431577362,0.000471091036470265,2.35347726683455
"TRIM33",1,-0.209389788334057,0.000471649304156937,2.35092429980167
"AK1",1,0.37450163560526,0.000473461288427401,2.34616433622583
"GYPC",1,0.326392831122185,0.000473461288427401,2.34618129990403
"HTR3A",1,-0.118964599845169,0.000473461288427401,2.34507178379109
"SLA",1,0.362562373119417,0.000473461288427401,2.34535587106446
"FAM107A",1,0.321941407800994,0.000474126633382395,2.3431881625489
"UBLCP1",1,-0.469187602244581,0.000474126633382395,2.34263011709973
"TERF1",1,-0.259582603617996,0.000474700639404928,2.34093210921481
"RPL13L",1,0.337592324093459,0.000475653970951833,2.33848531645856
"TSLP",1,-0.0802885961368895,0.000475863433979627,2.33751202870293
"COG5",1,-0.134590821093113,0.000476373060905017,2.33594632994111
"ST8SIA2",1,-0.108717436635343,0.000477384472590964,2.33339275003796
"HS.17661",1,0.0856199508189723,0.000478336143555582,2.33096122962172
"BARD1",1,0.248532882204485,0.000479735237756892,2.32709862731721
"M6PRBP1",1,0.414932494847495,0.000479735237756892,2.32734758950477
"KRTAP13-1",1,-0.0904009793221077,0.000480546052784709,2.32495301811452
"LOC100131096",1,0.614722932705634,0.000480955658737761,2.32359479588959
"P76",1,-0.31266208849849,0.000481743205516682,2.32149933792313
"C21ORF55",1,0.173244907183733,0.000483729832962303,2.31686592723058
"LOC440131",1,-0.163977385131353,0.000483729832962303,2.31583519924109
"PAFAH1B1",1,-0.447124028486918,0.000483729832962303,2.31540587792762
"PSMA6",1,-0.235018892663009,0.000483729832962303,2.31631622480002
"LOC728229",1,-0.164455206773039,0.000484219875083178,2.31279012843977
"PRKCE",1,-0.599443330714889,0.000484219875083178,2.31371184441489
"TTC9",1,-0.263892477370438,0.000484219875083178,2.31280186193717
"TPM2",1,0.524193934067229,0.000485309085517863,2.31012290303113
"NR1D1",1,-0.179192529229697,0.000485328854839836,2.30908144803209
"RANBP1",1,-0.243210592859628,0.000485328854839836,2.30897800007814
"CAMTA2",1,-0.193998208596935,0.000486413082412549,2.30632625427096
"TMEM17",1,-0.215435819453296,0.000488311067073026,2.30211079115337
"SYT13",1,-0.928262009398184,0.000488353054776109,2.30147778084358
"FLJ40722",1,0.565042858352664,0.000488560441650935,2.30052662721138
"CNTNAP5",1,-0.145988877240577,0.000489739817597048,2.29770739130749
"LOC100130906",1,0.15558272181453,0.000490547538556997,2.29560628279869
"APOO",1,-0.426625638254041,0.000490650410411195,2.29375754747124
"LOC650494",1,-0.275959347761662,0.000490650410411195,2.29480771693173
"REPIN1",1,0.298576590366006,0.000490650410411195,2.29377392529739
"GLI1",1,0.178255247175297,0.000491493701307553,2.29147415199285
"PTRH2",1,-0.175854213270482,0.000491493701307553,2.28994493704278
"ST8SIA5",1,-0.329931625847488,0.000491493701307553,2.290357089252
"TRAF7",1,-0.130093117935606,0.000491493701307553,2.2900204447028
"FAM59B",1,0.484974819030082,0.000492942549077909,2.28662796517377
"ANP32B",1,0.451618172469404,0.000494670082682136,2.28278948524478
"C1ORF59",1,-0.544356645665864,0.000495232346554962,2.28117318393867
"NINL",1,0.237122664971822,0.000495979924847283,2.27920696688633
"EXOC1",1,-0.247631572079198,0.000496238907922073,2.27816874934776
"CADPS",1,-0.762994985176666,0.000497011368169658,2.27591548258994
"THYN1",1,-0.356535648101525,0.000497011368169658,2.27561236543617
"EMX2OS",1,0.502668263321508,0.000498166422698479,2.27233700525561
"RAB31",1,0.466141881692735,0.000498166422698479,2.27272540834619
"CAB39L",1,0.159030838494842,0.000498339506745876,2.27023455045019
"GAS2L3",1,0.221165045844717,0.000498339506745876,2.26982957686935
"PPFIA1",1,0.248630010062243,0.000498339506745876,2.26999120097173
"RILPL1",1,0.21463327754841,0.000498339506745876,2.27127899517154
"NDUFS3",1,-0.184526832347794,0.000498502903090637,2.26897688532807
"PLEKHA9",1,0.199024017949768,0.000499491909634076,2.26656889580967
"FAM164C",1,0.23601740482155,0.000499513227454529,2.26598500660339
"KIAA0319",1,-0.334870689412059,0.000500989353316384,2.2626241166987
"LOC647135",1,0.0659613358337312,0.000500989353316384,2.26178931617274
"RCHY1",1,-0.234101676199201,0.000500989353316384,2.26158070708616
"LOC729580",1,-0.240325963108618,0.000501327255172391,2.26040416338966
"ASH2L",1,-0.292650488376609,0.00050168139744425,2.25919792288053
"CXCL16",1,0.514541567045997,0.000501820294932561,2.25839574237297
"NPTN",1,-0.60242069241953,0.000503397314010686,2.25441184297615
"UBE2T",1,-0.448623445218493,0.000503397314010686,2.25436237167931
"KATNB1",1,-0.242351188405383,0.000504326677456749,2.25208697284417
"DCAF16",1,-0.215416845393277,0.000504898619930186,2.25048054921716
"CYP26B1",1,-0.760655235491178,0.000504910537725591,2.24937810640465
"ITFG1",1,-0.745260939642991,0.000504910537725591,2.24970056202359
"SRRM2",1,0.275630242346741,0.000505597192138108,2.24756049087212
"FAM107B",1,0.673449371778899,0.000505634227702332,2.24592167913105
"KIAA1310",1,0.19484396452045,0.000505634227702332,2.24587451600057
"LOC651143",1,-0.0961178480204508,0.000505634227702332,2.24673657642118
"RTN4IP1",1,-0.289317326157884,0.000506623279152799,2.24349855413285
"HINT1",1,-0.559558190987449,0.000507002347386564,2.2422571447009
"ZXDC",1,0.136904675676332,0.000507139100412436,2.24146576005563
"LOC650832",1,0.437115626386429,0.000509160672521165,2.23718744445459
"SLC30A9",1,-0.344172842958233,0.000509181674524436,2.23661149832541
"UQCRHL",1,-0.294815287316601,0.000509380952226438,2.23570671473647
"LONRF2",1,-0.454929760077271,0.000511206733929857,2.23180591331824
"TM7SF2",1,-0.421019985798429,0.000511823836074207,2.2301353176548
"SVIL",1,0.206464921996782,0.000512565095883286,2.22823862063399
"CRCP",1,0.438697843436204,0.000515624368970059,2.22210775374166
"MTMR12",1,-0.256314104713907,0.000516613676129678,2.21977020531827
"FAM10A6",1,-0.0588764527483283,0.000516711160675318,2.21830642805207
"GRP",1,-0.418635442676442,0.000516711160675318,2.21887964376532
"LOC387763",1,0.534679008978661,0.000516711160675318,2.21798877767275
"WDR59",1,0.232449310180179,0.000518836442932502,2.21359546461624
"ACADVL",1,0.367673887130513,0.000518856118082443,2.21249261344641
"CALHM2",1,0.144516807599709,0.000518856118082443,2.21249813249276
"C15ORF24",1,-0.310705976878351,0.0005190045617755,2.20898154161838
"KCNAB1",1,-0.431199557459331,0.0005190045617755,2.20849802566534
"LOC401098",1,0.497196432434546,0.0005190045617755,2.20959082577527
"LOC644044",1,0.0570099159232251,0.0005190045617755,2.21017076674677
"PEX19",1,-0.200307201739152,0.0005190045617755,2.20908021096473
"RNF160",1,-0.326594563770978,0.0005190045617755,2.21090483280126
"TMEM163",1,-0.259687071643565,0.0005190045617755,2.20917833377709
"HS.146949",1,0.16815412030245,0.00051918152809773,2.20764647919096
"DPP10",1,-0.450489841329202,0.000519359256308438,2.20679396571706
"LOC401622",1,0.345297487805606,0.000519928939803814,2.20523283815075
"NUDT1",1,0.197272511056652,0.000520535598720654,2.20360636394278
"PAK7",1,-0.405022416466414,0.000520866707167704,2.20247870986315
"RAI14",1,0.468620195359587,0.00052098855351527,2.20172928914206
"ISYNA1",1,0.532427167236311,0.000522214567985055,2.19899027428846
"UNC93B1",1,0.200631521034158,0.000523393341102175,2.19634162460525
"BNC2",1,0.131258441896805,0.00052589105652525,2.19133728805148
"FXYD6",1,-0.501725713199068,0.000526529877322354,2.18966769772163
"TSPYL2",1,-0.239554287573904,0.000526703181520232,2.18883032117588
"IDH3G",1,-0.331481197479134,0.00052892370375813,2.18434763970985
"CEND1",1,-0.534028883129452,0.000531175398704762,2.17982674239938
"OLA1",1,-0.227857500324178,0.000531551422051271,2.17863441541709
"KIAA1666",1,0.0952066653430155,0.000531610090824155,2.17747738244527
"LOC100130525",1,-0.16674219441671,0.000531610090824155,2.17761341912148
"DIRAS1",1,-0.280075833228391,0.000532328983057713,2.17568082583736
"TBR1",1,-0.537220797089156,0.000532475481116248,2.17489626164457
"SLC23A3",1,0.123295796425489,0.00053279355963103,2.17380928777267
"LOC100132324",1,0.308832828517707,0.00053941878978799,2.16166714063379
"MTX2",1,-0.430438425406482,0.000543227164777532,2.15452915604016
"MGAT1",1,0.386856296739916,0.000544986217983898,2.15096570831523
"ATF4",1,0.495026881179871,0.000545093330655027,2.15025661624694
"PPP2R5D",1,-0.211246341491847,0.000545957252983157,2.14824401236155
"PEBP1",1,-0.200636412585462,0.000548699274210993,2.14301140104727
"SDHALP1",1,0.501491087093717,0.000548876648435665,2.14218413599215
"GABRG2",1,-0.957680595127201,0.000549230616836645,2.14105500934887
"PPP1R14B",1,0.399922980958517,0.00054949848498778,2.14007382912182
"STAMBPL1",1,-0.633694285834409,0.000551453021616383,2.1362140448002
"PNCK",1,-0.429033568085401,0.000555769340816964,2.12732025521359
"SYNGAP1",1,-0.109841366270763,0.000555769340816964,2.12784427556806
"ZNF222",1,-0.122867291178018,0.000555769340816964,2.12761682857626
"LRRC25",1,0.134279520709683,0.000556022723087815,2.12637046155139
"LOR",1,-0.174290709013133,0.000559230896912992,2.11992147579835
"MGC3731",1,0.249102408881702,0.000559230896912992,2.11999938842182
"GALNS",1,0.110992426574626,0.000561235803613068,2.11603769263728
"PER1",1,0.131024728378919,0.00056253052303277,2.11335196680213
"HS.545993",1,0.100632559722393,0.000562664988300707,2.11260742002056
"HSPB1",1,0.703339124405302,0.000565236085667244,2.10780330255823
"NOL12",1,0.319176693326945,0.000566209347561507,2.10566722357545
"BCR",1,-0.0975225447848453,0.000568149987972342,2.10193279730466
"ACTL6A",1,0.304628790143575,0.000569035600930866,2.0989602600562
"LOC345630",1,-0.184191398796298,0.000569035600930866,2.09886240792381
"LOC401321",1,0.345674759057545,0.000569035600930866,2.09787822273984
"LPHN1",1,-0.612142501478205,0.000569035600930866,2.0979333844851
"NAP1L3",1,-1.03427986412101,0.000569035600930866,2.09960941487902
"MSX2P1",1,-0.0700591561199513,0.000570574838000047,2.09482243794205
"C12ORF53",1,-0.766864336841244,0.000571748889254854,2.08998564190258
"EPS15L1",1,-0.177544983374601,0.000571748889254854,2.0896836234603
"LOC100132585",1,0.47474290861765,0.000571748889254854,2.08897534256652
"MRAP2",1,-0.219977627090189,0.000571748889254854,2.09234263275408
"PLEKHG1",1,0.244721338407744,0.000571748889254854,2.08885957456634
"SERPINE2",1,-0.271271054909308,0.000571748889254854,2.0898193293129
"SHMT2",1,0.287159519705579,0.000571748889254854,2.09014525645355
"TMEM35",1,-0.478209661066566,0.000571748889254854,2.08876263388201
"HECW1",1,-0.157388669250238,0.000573562994019156,2.08402847212505
"HSD11B2",1,0.14372604695897,0.000573562994019156,2.08372861054237
"MUS81",1,0.177741137448434,0.000573562994019156,2.08459383918754
"TCEAL7",1,-0.574237068682732,0.000573562994019156,2.08491025978356
"MTTP",1,0.26208646507942,0.000575215229400196,2.0799987801582
"TXLNA",1,0.441665150167635,0.000575215229400196,2.08016738458821
"TMEM49",1,-0.256938572688943,0.000576008172663157,2.07819133453921
"LOC388814",1,-0.256684162331433,0.000577767822662927,2.07481250384331
"FAU",1,0.221065783991172,0.000577846397623069,2.07417225837622
"LOC100129602",1,0.109241121587223,0.000578454449199838,2.07267186794124
"LOC100128100",1,-0.270163502458477,0.000578632208846436,2.07187126578023
"HS.121525",1,-0.236736265708033,0.000579078788297296,2.0706347534152
"TUBA1B",1,-0.291928762767544,0.000581345721770545,2.06645237259248
"CRBN",1,-0.310256974906252,0.000581689763106921,2.06487466387649
"SLC9A6",1,-0.50234381406087,0.000581689763106921,2.06510041614834
"EPB41L3",1,-0.856349548710782,0.000583336338888795,2.06170832546058
"ACTG1",1,-0.269642021361367,0.000583560501974024,2.06021909591128
"HS.133338",1,-0.213200429713645,0.000583560501974024,2.05879906536952
"LOC648852",1,0.567090129708767,0.000583560501974024,2.05891441799521
"NME5",1,-0.482318257255109,0.000583560501974024,2.05985692174677
"RAPH1",1,-0.147920102108261,0.000583560501974024,2.05929301121735
"RPS6KA1",1,0.267683418004522,0.000583582868572509,2.05825423158367
"MAK16",1,-0.283644243068428,0.000584254786840867,2.05666455389817
"LOC440157",1,0.565681167559493,0.000584656394500206,2.05500269724695
"SMG5",1,0.335784374865471,0.000584656394500206,2.05513468124474
"UNC119B",1,0.245206547833808,0.000584794641538043,2.05427284957401
"HS.14555",1,0.216409863671536,0.000586774013643627,2.05059077309321
"TSPAN13",1,-1.07652402541158,0.000586793512021953,2.04973739813531
"ZDHHC23",1,-0.495129102614972,0.000586793512021953,2.04954551565483
"CPNE5",1,-0.282497484491691,0.000588347129507611,2.04655474767268
"LOC642362",1,-0.0563691750310751,0.000588729749273917,2.04543764212997
"PPP4R4",1,-0.389592247359335,0.000589221001647496,2.04414798712706
"HOMER1",1,-0.45660856640041,0.000590001827843161,2.04239805677839
"C16ORF5",1,0.362990821244997,0.000590170973947323,2.04019812167536
"GRPEL2",1,-0.270132407563011,0.000590170973947323,2.04132442517619
"PPP1R14C",1,-0.363038660279758,0.000590170973947323,2.04010839950226
"PRKD1",1,0.305116109447615,0.000590170973947323,2.04082749677454
"LOC90113",1,-0.351193954003345,0.000593193331616011,2.03480519547418
"SULT4A1",1,-0.62128850641276,0.000594390222880232,2.03240747595925
"KCNQ3",1,-0.137703327600383,0.000594433840421821,2.03183469142185
"PKIA",1,-0.354234509009411,0.000595040504411092,2.03028835648229
"RAB43",1,0.0814285269903454,0.000595040504411092,2.02986954558377
"S100A4",1,0.342183120084021,0.000595124955798939,2.02923319333521
"LOC374491",1,-0.0945328295546259,0.000595232332792426,2.02805845507642
"LOC391352",1,-0.112997322371866,0.000595232332792426,2.02824728763956
"LASS6",1,-0.553656882635236,0.00059694830118067,2.02485196700393
"FBXL14",1,-0.23423913312428,0.000596957232205027,2.02433596488653
"CDC2L2",1,0.540462414840198,0.000597117039242376,2.02358284241349
"ACTR3B",1,-0.156712824915448,0.000599663879447408,2.01908328453163
"POLR3D",1,0.061663262460927,0.000600118153154037,2.01787080776583
"ERBB2IP",1,0.181281030551483,0.000600226023771376,2.01720111238699
"WNT10B",1,-0.260837402345915,0.000601064206135799,2.01538967380791
"FLJ33708",1,-0.0888004053545099,0.000601643136407806,2.01398502802777
"MIR365-2",1,0.0543224058078051,0.000602537951537985,2.01208894186219
"ENTPD3",1,-0.293134373646124,0.00060377740953954,2.00965887653839
"VAT1",1,0.323059187336506,0.000604931102756238,2.00736622666345
"ALKBH1",1,-0.141632789981132,0.000606626257142589,2.0042385035916
"GABBR2",1,-1.05728484672424,0.000607538140599007,2.0023286358268
"CACNA1F",1,-0.130448328663662,0.000607618053784136,2.00155494571579
"PRMT6",1,-0.347408859223533,0.000607618053784136,2.00120796411638
"FAM125A",1,0.352742706653173,0.000607942118755555,2.00020897447786
"HCG18",1,-0.2290071377342,0.000608591072228495,1.99855918502874
"ZNF214",1,-0.107839810819314,0.000608591072228495,1.99821133053531
"CDH20",1,0.157416616525134,0.000609770785144349,1.99589500745696
"HEY1",1,-0.206733154993213,0.000610329328342887,1.99453794615303
"RNF219",1,-0.231288908677728,0.000610476525528602,1.99381461308061
"STARD8",1,0.460316911646907,0.000615042983443345,1.98631851398013
"KIAA1383",1,-0.221242067820987,0.000615376094505281,1.9853136739506
"ANO3",1,-0.872753894836654,0.000615643513904832,1.98391382897828
"LOC401284",1,-0.0750571952623211,0.000615643513904832,1.98401559924589
"ABCA11",1,-0.170205891744884,0.000615663653162112,1.98338760805294
"PLXND1",1,0.25423734033041,0.000615780804523838,1.98271367264877
"CD47",1,-0.533666267555006,0.000618247227931626,1.97760767055184
"COPG2IT1",1,-0.825401299478752,0.000618247227931626,1.97767130461778
"DNAL4",1,-0.314945750634443,0.000618247227931626,1.97740074616976
"LOC100132856",1,-0.355186287766614,0.000618247227931626,1.9769810579448
"GAB3",1,0.14182277360628,0.000618347307722059,1.97618335223366
"LOC387825",1,0.185756066484287,0.000618347307722059,1.97534806797036
"LOC90925",1,-0.153633319704012,0.000618347307722059,1.97559339381955
"FAM100A",1,-0.59458395742388,0.000618556998648382,1.97453649743256
"LOC646675",1,-0.252507762737438,0.000619660420566396,1.97236976458731
"CXORF48",1,-0.0667132605421727,0.000620258498040334,1.9707315500547
"LOC652481",1,-0.267284203528899,0.000620258498040334,1.97047879016621
"REEP5",1,-0.486841675531373,0.000620693947587814,1.96932760242029
"MRPL1",1,-0.272699700184452,0.000621415184909291,1.96774513005647
"LOC643384",1,0.297929420918368,0.000624288335786285,1.96292142982566
"DFFA",1,0.442357104327755,0.00062431439751565,1.96239092465
"KTN1",1,0.377536127866003,0.000625383363222649,1.96025321118556
"NPDC1",1,-0.444171795721068,0.000625383363222649,1.95959332454528
"OLIG1",1,0.56953834430729,0.000625383363222649,1.95931197614499
"KCTD11",1,0.180412387160413,0.000625599643972559,1.95849698837643
"CCK",1,-0.701383020400025,0.000626269478482551,1.95700201623188
"MYO10",1,0.487000442706218,0.000626450649771021,1.95526190817423
"SYN2",1,-0.847426985979839,0.000626450649771021,1.9555987308694
"TEAD3",1,0.134226341150559,0.000626450649771021,1.95608312263447
"TRIM37",1,-0.528378159257493,0.000626889469510192,1.95411534140568
"DGAT1",1,0.241693712478839,0.000627070214066543,1.95335590092675
"PRKCB",1,-0.877781686734687,0.00062721740370766,1.95264703289149
"SEC61A2",1,-0.324730432098447,0.000628035829784479,1.95093426822951
"CDK6",1,0.261419560718603,0.000628738859236745,1.94935462284561
"RASL11B",1,-0.788288911072582,0.000628738859236745,1.94890800477376
"CDK10",1,0.387061510832293,0.000629461823322532,1.94717542383364
"ZNF577",1,0.42507442186648,0.000629461823322532,1.94685420788548
"FLI1",1,0.325637396241298,0.000630692297235643,1.94363751438453
"GARS",1,-0.399766413853381,0.000630692297235643,1.94375221651386
"TSPYL1",1,-0.867316181142042,0.000630692297235643,1.94356032001111
"ARHGDIB",1,0.493138965723722,0.000631050516077981,1.94206583469603
"HISPPD2A",1,-0.203840381532417,0.000631050516077981,1.94161673926731
"KCNIP1",1,-0.251055831651857,0.000631050516077981,1.94156937427622
"CDK5R1",1,-0.603210561760736,0.000631902828832512,1.93981655099715
"C20ORF20",1,0.335241505985227,0.000634182712339048,1.9359400197798
"IL3RA",1,0.124414182470078,0.000634182712339048,1.93546467840357
"ARGFXP2",1,-0.0606854769616856,0.000635861816987414,1.93201278973775
"LSM14A",1,0.255019410563252,0.000635861816987414,1.93209129281987
"CCDC56",1,-0.220342673474893,0.0006358768780184,1.93150641195157
"GPR12",1,-0.154082202822746,0.000635976632156544,1.9308752328982
"FAM38A",1,0.574417687441253,0.000639504935181188,1.92519674886309
"PPT1",1,-0.324380144496287,0.000639899841506877,1.92413373387856
"HS.559770",1,-0.0728095498737851,0.000640595711909649,1.92263009305204
"OTX1",1,0.181857727470014,0.000642179840417642,1.91982819488622
"LCAT",1,0.441028597099377,0.000644127139993453,1.91650276750002
"RHOJ",1,0.38743315947748,0.000644876340253804,1.91492897086311
"BTBD10",1,-0.593484825929366,0.00064533931330442,1.91377303992889
"HS.568326",1,0.228491767104006,0.000646537197877782,1.9115500067628
"HS.199657",1,0.152340879998414,0.000646571593790381,1.91053709352685
"NXPH4",1,-0.049538656506452,0.000646571593790381,1.91067398571251
"PEX7",1,-0.240255291386585,0.000648953405619994,1.90660373678112
"HS.576106",1,-0.776453964927123,0.000649738720238804,1.90498742276996
"ETV2",1,0.0842017384945368,0.000649849446398405,1.9043468335251
"HSPC159",1,-0.198608399216887,0.000650623107415964,1.90274940981098
"PRKCH",1,0.33348792794341,0.000650837148100741,1.9019604905538
"ACOT7",1,-0.352969161934356,0.000652202095594776,1.89915718307682
"C18ORF10",1,-0.465529335635788,0.000652202095594776,1.89903412017521
"B3GNT4",1,-0.229031069714549,0.000653788248590707,1.89627429715727
"PSD4",1,0.288472667066838,0.000655433091536508,1.89307622567997
"SUSD1",1,-0.360969773226502,0.000655433091536508,1.89295734987886
"BANP",1,0.464788792462073,0.000656982800471269,1.88890903643126
"LOC728654",1,-0.132075818823513,0.000656982800471269,1.88882727523482
"SRP68",1,-0.18794239028111,0.000656982800471269,1.88902662329657
"SYNGR4",1,-0.0594172434847673,0.000656982800471269,1.88913432836648
"C2ORF32",1,-0.498436632137929,0.000657628300992328,1.88742771487369
"CIDECP",1,-0.108940696523798,0.000657714234552275,1.88612516650815
"EXOSC5",1,-0.189828805693698,0.000657714234552275,1.88587361807132
"LOC100130598",1,0.624770531028203,0.000657714234552275,1.88645058996264
"BLVRA",1,-0.19001016450661,0.000658640813562356,1.88359895055233
"YTHDF2",1,-0.3391743885237,0.000658640813562356,1.88387085886048
"LOC100133233",1,0.167518643407943,0.000659316446314313,1.88216029423958
"MAD2L1",1,-0.177943582408229,0.000660540461862228,1.87936692479834
"NDUFA9",1,-0.168298655056166,0.000660540461862228,1.87963244797776
"UCHL1",1,-1.06224406124814,0.000660540461862228,1.8789920833286
"MGC27121",1,-0.483121979058049,0.000661960758932671,1.8765005747066
"TOR1A",1,-0.364892714233987,0.000663187685777483,1.87428732844941
"IGFBP5",1,0.439864414017464,0.000666558446216814,1.86834424436949
"LOC347292",1,0.225161548314905,0.000666558446216814,1.86744933364862
"PABPC1",1,0.265551270523243,0.000666558446216814,1.8672175923074
"PPP4C",1,0.227872527638212,0.000666558446216814,1.86823541276364
"SLC44A4",1,0.327387135465768,0.000666558446216814,1.86715719515334
"CLSTN3",1,-0.131082343977159,0.000668754555276954,1.86359611182093
"RAP1GDS1",1,-0.416254048780761,0.000669100007577477,1.86263811367198
"LOC100134159",1,0.326471769737534,0.000669210815128774,1.86200967531366
"ATP5L",1,-0.365284511809703,0.000669934379493878,1.86052255892371
"LOC100133576",1,0.0723130435279655,0.000669953196639819,1.86002367409402
"LOC732007",1,-0.55817000887221,0.000672130340656484,1.85650600900872
"FES",1,0.297779111391281,0.000672240654218529,1.85587993129103
"PIP4K2B",1,-0.241580016370535,0.000674590892328111,1.85213228379511
"MAEL",1,-0.234710040681669,0.000676733845442541,1.84868378787546
"LRP5",1,0.432755577275992,0.000678490147541441,1.84577972216258
"RNU6-1",1,0.368375708671588,0.000679648995437231,1.84370693459854
"GALM",1,0.175801833005599,0.000681610831739528,1.84053077177528
"BPTF",1,0.170005452922575,0.000682982098066506,1.83817388367464
